auxco_id,title,task,task_description,default_kldb_id,default_isco_id,kldb_title_short
1731,Solar- und Windenergietechniker/in,"Planung, Koordination und Optimierung von betrieblichen Prozessen zur regenerativen Energiegewinnung",z.B. unter Berücksichtigung bautechnischer und wirtschaftlicher Voraussetzungen Anlagen zur Energieerzeugung planen; Einspeisung der Energie in das Stromnetz organisieren; bereits bestehende Anlagen zur regenerativen Energieerzeugung optimieren; Montage von beispielsweise Windkraftanlagen überwachen sowie die Anlage prüfen und in Betrieb nehmen; Funktionsfähigkeit von Anlagen testen; Emissionen prüfen und dazu gesetzliche Vorgaben einhalten,26243,3113,Regenerative Energietechnik
2106,Technische/r Assistent/in für regenerative Energietechnik,Montage und Wartung von Anlagen im Bereich der regenerativen Energietechnik,"z.B. Windkraftanlagen und deren Komponenten montieren, warten, reparieren oder demontieren; Anlagen zur Erzeugung von Energie mittels nachwachsender Rohstoffe wie Biogasanlagen instandhalten; nötige Tests bei der Entwicklung und Optimierung von Anlagen zur Erzeugung regenerativer Energie durchführen; Klima-, Wetter- und Umweltdaten erfassen und für eine nachhaltige Energieerzeugung analysieren",26242,7412,Regenerative Energietechnik
2109,Betriebselektriker/in,"Montage, Überwachung und Optimierung der elektrischen Systeme sowie der elektrischen Schalt- und Steueranlagen in Industriebetrieben","z.B. in Betriebs- und Produktionsstätten elektrische Anlagen und Anlagenbauteile montieren und reparieren; Verteiler-, Schalt- und Steuereinrichtungen montieren und installieren; elektrische Systeme nach Vorgaben programmieren, konfigurieren und prüfen; Stromleitungen anhand von Schaltplänen verlegen; Machbarkeitsstudien zum Bau von elektrischen Anlagen erstellen",26252,7412,Elektrische Betriebstechnik
1732,Kabeltechniker/in,"Planung, Koordination und Optimierung von Stromnetzen und elektrischen Leitungen",z.B. die optimale Verteilung von elektrischen Leitungen konzipieren; technische Projekte für Überlandleitungen oder Starkstromanlagen entwickeln und realisieren; Einhaltung der Sicherheitsbestimmungen der elektrischen Installationen prüfen; fehlerhafte Spannungsregulierungen mittels Testinstrumenten prüfen und Lösungen erarbeiten; Forschungsaufträge im Bereich Leitungsinstallation planen und durchführen,26263,3113,Leitungsinstallation und -wartung
2111,Kabelmonteur/in,Installation und Reparatur von elektrischen Übertragungs- und Zufuhrkabeln,"z.B. Überlandleitungen, Straßenbahn-Oberleitungen oder Blitzableiter installieren und reparieren; Luft-, Bodenstrom- und Antriebsleitungen errichten und verlegen; Schalter und Verteiler an elektrische Anlagen anschließen und Verteiler- und Schalttafeln montieren",26262,7413,Leitungsinstallation und -wartung
2129,Leiter/in - Energietechnik,"Führungsaufgaben mit Personalverantwortung beim Betrieb von Kraftwerken, Stromleitungen oder elektrotechnischen Anlagen",z.B. Betrieb und Instandhaltung von Kraftwerken und elektrotechnischen Anlagen organisieren und überwachen; Arbeitsabläufe optimieren und Kapazitätsplanungen erstellen; betriebliche Kosten erfassen und analysieren sowie Budgeteinhaltungen überwachen; Wartungs- und Instandhaltungmaßnahmen an Werkzeugen und Maschinen veranlassen und überwachen; für die Einhaltung von technischen und rechtlichen Vorschriften wie Arbeitsschutzbestimmungen sorgen; Weiterbildungen für Mitarbeiter organisieren,26293,3122,Energietechnik (Führungskraft)
1733,Elektrotechniker/in,"Planung, Koordination und Optimierung von elektrotechnischen Produkten und Prozessen","z.B. neue Produkte und Verfahren der Elektrotechnik entwickeln sowie bestehende optimieren; elektrotechnische Projekte anhand von technischen oder wirtschaftlichen Vorgaben planen und überwachen; Inbetriebnahme- und Abnahmetests bei elektronischen Anlagen und Geräten durchführen; Schaltpläne ermitteln sowie Schaltkreise und Verbindungen anhand von Vorgaben anordnen; Schaltpläne in Leiterplattenlayouts umsetzen und Leiterplatten mittels CAD konstruieren; elektronische Schaltungen, Geräte oder Anlagen entwickeln und weiterentwickeln",26303,3113,Elektrotechnik (ohne Spezialisierung)
2114,Elektrohelfer/in,Ausführung von Hilfsarbeiten in der Elektrotechnik,z.B. am Fließband in der Leiterplattenproduktion oder der Montage von Elektrogeräten arbeiten; bei der Herstellung von Wicklungen für Transformatoren oder Elektromotoren unterstützen; bei der Installation von Datendosen oder beim Kabelziehen mithelfen; Fachkräfte bei der Wartung und Montage von elektrischen Geräten unterstützen,26301,8212,Elektrotechnik (ohne Spezialisierung)
2115,Elektromechaniker/in,"Bau, Installation und Wartung von elektrotechnischen und elektronischen Erzeugnissen",z.B. elektrotechnische und elektronische Schaltungen aufbauen und prüfen; Schaltungen entwerfen und nach Vorlage bauen; elektrotechnische Geräte und Anlagen in Betrieb nehmen und warten; elektrotechnische Messungen und Experimente durchführen und auswerten,26302,7412,Elektrotechnik (ohne Spezialisierung)
1734,Techniker/in - Informations- und Kommunikationselektronik,"Planung, Koordination und Optimierung von informationstechnischen Systemen zur Telekommunikation und Datenübertragung",z.B. Geräte und Verfahren der Informationstechnologie oder der Nachrichten- und Kommunikationstechnik planen und entwickeln; IT- und kommunikationstechnische Systeme konzipieren und vernetzen; technische Funktionen von Telekommunikationssignalen und Radio- und Fernsehübertragungen kontrollieren; Daten- und Fehleranalysen zur Qualitätssicherung durchführen; Geräte anhand sicherheitstechnischer Vorgaben prüfen,26313,3522,Informations- und Telekommunikationstechnik
2118,Informations- und Kommunikationselektroniker/in,"Installation und Reparatur von Telekommunikationsanlagen, Datenübertragungsanlagen, Kabeln, Antennen und anderer kommunikationstechnischer Systeme","z.B. Telekommunikationsnetzwerke und -anlagen planen, einrichten und instand halten; Übertragungstechnik für Radio und Fernsehen einrichten und instand halten; Antennen installieren und instand halten; Mikrowellen-, Telemetrie-, Multiplexing-, Satelliten- und sonstige auf Funktechnik basierende Anlagen einrichten und instand halten",26312,7422,Informations- und Telekommunikationstechnik
1707,Mikrotechnologe/-login,"Erforschung und Entwicklung von Mikrochips, Leiterplatten und anderen mikrosystemtechnischen Produkten","z.B. Geräte, Anlagen und Prozesse für miniaturisierte technische Systeme konzipieren und entwickeln; Forschungsaufträge bzw. -projekte der Grundlagen- oder anwendungsorientierten Forschung durchführen oder mit betreuen; Kunden und Vertriebsmitarbeiter bei der Anschaffung von Produkten der Mikrosystemtechnik und bei der Einführung neuer Systeme beraten",26324,2152,Mikrosystemtechnik
1735,Mikrosystemtechniker/in,"Planung, Koordination und Optimierung der Produktionsprozesse von Mikrochips, Leiterplatten und anderen mikrosystemtechnischen Produkten","z.B. bei der Entwicklung von mikrosystemtechnischen Produkten mitwirken; Produktionsprozesse von mikrosystemtechnischen Erzeugnissen wie Mikrochips planen, optimieren und überwachen; Leiterplattendesigns erstellen sowie Layouts mittels CAD-Systemen erzeugen; mikrosystemtechnische Produkte programmieren; Erzeugnisse auf Funktion und Qualität prüfen; Verfahren zur Herstellung von dünnen Schichten im Nanometerbereich entwickeln",26323,3114,Mikrosystemtechnik
2131,Mikrotechnologe/-technologin,"Bedienung von Anlagen zur Herstellung von Mikrochips, Halbleiterkomponenten und Mikrosystemen","z.B. Fertigungsanlagen für Halbleiter, Mikrochips oder Mikrosysteme einrichten, bedienen und überwachen; Halbleiterprodukte und Mikrochips mittels Spezialanlagen herstellen; mit optischen, elektronischen und mechanischen Tests Komponenten und Erzeugnisse der Halbleiter- und Mikrosystemtechnik prüfen; Reinraumbedingungen durch Filterprüfungen und Messungen sicherstellen",26322,8189,Mikrosystemtechnik
1736,Bordelektroniktechniker/in,"Erforschung und Entwicklung von elektronischen Systemen und Geräten für Fahrzeuge, Flugzeuge oder Schiffe","z.B. bei der Entwicklung und Konstruktion von elektronischen Systemen wie Autopiloten oder Leit- und Navigationssystemen mitwirken; im Versuchsgelände oder auf Prüfständen Prototypen der Luftverkehrs-, Schiffs- und Fahrzeugelektronik testen; Anlagen und Geräte vor Inbetriebnahme prüfen; Störungsursachen an elektrischen und elektronischen Anlagen und Systemen der Bordelektronik ermitteln und beheben sowie routinemäßige Wartungsarbeiten durchführen; Fertigungsabläufe hinsichtlich Qualität oder Arbeitssicherheit erstellen und optimieren",26333,3114,"Luftverkehrs-, Schiffs- und Fahrzeugelektronik"
2134,Bordelektroniker/in,"Installation und Instandhaltung von elektronischen Systemen in Fahrzeugen, Flugzeugen und Schiffen","z.B. elektrische Systeme und Anlagen wie Navigations- oder Radaranlagen installieren und in Betrieb nehmen; Steuerungs- und Regelungstechnik und Sensorsysteme installieren und justieren; elektrische Bordanlagen wie Generatoren oder Transformatoren warten; Software zur Steuerung der elektrischen Systeme installieren; Energie-, Signal- und Datenleitungen an Bord verlegen",26332,7421,"Luftverkehrs-, Schiffs- und Fahrzeugelektronik"
1708,Kybernetikingenieur/in,Erforschung und Entwicklung von kybernetischen Geräten und Anwendungen,"z.B. neue Verfahren zur Automatisierung von Prozessen, Baugruppen, Geräten, Anlagen und Systemen in der technischen Kybernetik entwickeln; Entwurfs- und Simulationswerkzeuge anwenden, fachspezifische Anwendungssoftware entwickeln und anpassen; Steuer- und Regelanlagen verantwortlich überwachen, Betriebsbereitschaft der technischen Einrichtungen sicherstellen",26384,2149,Elektrotechnik
2139,Optoelektronikingenieur/in,Erforschung und Entwicklung von optoelektronischen Geräten und Anwendungen,"z.B. optoelektronische Anwendungen entwickeln, konstruieren und fertigen; Geräte und Verfahren der optischen Nachrichtentechnik entwickeln; Prüfvorschriften und Qualitätsstandards vorgeben",26384,2152,Elektrotechnik
2130,Leiter/in - Elektrotechnik,"Führungsaufgaben mit Personalverantwortung in der Elektronik, Elektrotechnik oder Telekommunikationstechnik",z.B. elektrotechnische Systeme planen sowie deren Installation und Fertigung veranlassen und kontrollieren; geeignete Materialien und Geräte auswählen und für die Beschaffung sorgen; Vorgaben für Konstruktionen von elektromechanischen und -technischen Anlagen erarbeiten und deren Einhaltung kontrollieren; Installation von u.a. Informations- und Kommunikationstechnik in elektrotechnischen Betrieben planen und überwachen; Mitarbeiter bei schwierigen Aufgaben anleiten und für die Einarbeitung neuer Mitarbeiter sorgen; Weiterbildungsmaßnahmen für Mitarbeiter organisieren,26393,3122,Elektrotechnik (Führungskraft)
1709,Wehrverwaltungsbeamter/in,Durchführung von Verwaltungstätigkeiten in der Bundeswehrverwaltung,"z.B. technische Anforderungen an spezifisches Gerät, für die Wehrtätigkeit, erheben, z.B. in Hinblick auf Fahrgeschwindigkeit; Leistungsdaten hinsichtlich Eignung und Wirtschaftlichkeit ermitteln und auswerten; Beschaffungsverträge über Serienlieferung technisch begleiten, Qualität der Gerätefertigung überwachen",27183,3119,Technische Forschung und Entwicklung
2143,Wehrtechniker/in,Forschung und Entwicklung zu militärischen Geräten und Anlagen sowie Ausstattung der Bundeswehr mit entsprechendem Gerät,z.B. die Ausstattung der Bundeswehr mit technischen Geräten sicherstellen; technische Anforderungen für spezielle wehrtechnische Geräte ermitteln bezüglich u.a. Transportgeschwindigkeit oder Reichweite; Realisierbarkeit der Anforderungen prüfen und Konzepte erstellen; Leistungsdaten der speziellen Geräte ermitteln und auswerten; Serienlieferung von Produkten organisieren und überwachen,27183,3119,Technische Forschung und Entwicklung
2144,Patentingenieur/in,Begleitung von patentrechtlichen Fragestellungen aus technischer Sicht,"z.B. potentielle Erfindungen erkennen und die technischen Eigenschaften und deren Schutzwürdigkeit darstellen; Unternehmen oder Privatpersonen, die Erfindungen gemacht haben, von technischer Seite bezüglich der Schutzrechte betreuen und beraten; in Zusammenarbeit mit Juristen eingehende technische Patentanträge prüfen; Entwicklung von Prototypen leiten; die Ausstattung der Bundeswehr mit hochwertiger Technik und IT-Systemen sicherstellen; Produkte und Geräte der Tropentechnik entwickeln",27184,2149,Technische Forschung und Entwicklung
2145,Entwicklungsleiter/in,Führungsaufgaben mit Personalverantwortung in der technischen Forschung und Entwicklung von Produkten und Technologien,"z.B. die Entwicklung eines Produktes oder einer Technologie von der Idee zur Serienreife leiten; Entwicklungs- und Innovationsprojekte akquirieren; Materialen, Komponenten oder Verfahren für Produkte festlegen; bei der Entwicklung Funktionalitäts-, Termin- und Kostenanforderungen beachten; Budgets verwalten, festlegen sowie für einen effizienten Ressourceneinsatz sorgen",27194,1223,Technische Forschung und Entwicklung (Führungskraft)
2146,Technische/r Zeichner/in,"Erstellung von Bauplänen, Karten oder anderen technischen Zeichnungen","z.B. nach Daten, Vorlagen oder Anweisungen von Konstrukteuren oder Architekten Zeichnungen anfertigen; Bauzeichnungen oder Montageskizzen für die Herstellung oder den Bau von Maschinen oder Gebäuden anfertigen; mit CAD-Systemen Ingenieure bei der Entwicklung von Einzelteilen von technischen Produkten unterstützen; vorwiegend rechnergestützt oder auch manuell zeichnen und erstellte Zeichnungen prüfen; Vermessungsarbeiten durchführen; technische Begleitunterlagen wie Übersichtspläne oder Tabellen erstellen",27212,3118,Technische Zeichner/innen
1737,Konstruktionstechniker/in,Zeichnung und Design von Produkten mithilfe von CAD-Systemen,"z.B. Konstruktions- und Designkonzepte für neue und innovative Produkte entwickeln; Entwürfe von Konstruktionsplänen unter Beachtung von technischen und wirtschaftlichen Aspekten sowie bestimmten Normen anfertigen; Anpassungskonstruktionen von bereits vorhandenen Lösungen bearbeiten bzw. erstellen; vorgegebene und selbst erstellte Pläne mittels CAD-Systemen zur Verwendung dimensionieren und gestalten; Einzelteilzeichnungen anhand von Maßen oder Toleranzen anfertigen; erforderliche Fertigungsmittel, Werkzeuge und Materialen berechnen und ermitteln",27223,3119,Konstruktion und im Gerätebau
2149,Modellbauer/in,"Herstellung von Modellen zu Anschauungszwecken oder für die Einzel- und Serienfertigung etwa von Karosserien, Gehäusen oder Rädern","z.B. Konstruktionszeichnungen für Modelle anfertigen; für die Modellfertigung Fertigungsunterlagen erstellen und Werkstoffe sowie Verfahren auswählen; Modelle mittels computergestützen Verfahren wie CNC-Technik oder manuell anfertigen; zur Einhaltung von Vorgaben Komponenten hinsichtlich Qualität und Passform prüfen; Modelle für Produktion, Karosseriebau, Formenbau und Gießereien herstellen",27232,7222,Modellbau
2150,Sportgerätebauer/in,Konstruktion und Fertigung von Sportausrüstung,"z.B. Sportgeräte wie Schlitten, Barren, Skier oder Hanteln anhand von Entwürfen anfertigen; Materialien und Werkstücke für Komponenten der Geräte auswählen und bearbeiten; Oberflächen handwerklich bearbeiten, beispielsweise durch hobeln oder lasieren; beim Gerätebau Normvorschriften berücksichtigen und Qualitätskontrollen durchführen",27282,7522,"Technisches Zeichnen, Konstruktion und Modellbau"
2151,Normentechniker/in,Überwachung der Einhaltung von DIN- und ISO-Normen sowie Festlegung eigener Werksnormen,z.B. zur Optimierung von Produktionsabläufen technische Normen erarbeiten und festlegen; spezielle Geräte und Ausrüstungen zur Verringerung von Umweltverschmutzung prüfen und modifizieren; Zeichnungen und technische Unterlagen auf normgerechte Ausführung prüfen; technische Unterstützung im Bereich Konstruktions- und Modellbau bereitstellen,27283,3119,"Technisches Zeichnen, Konstruktion und Modellbau"
2152,Sportingenieur/in,"Planung, Koordination und Optimierung der Produktionsprozesse von  Sportgeräten",z.B. Sportgeräte unter Berücksichtigung von Kundenbedürfnissen und Sicherheitsaspekten entwickeln und optimieren; mittels CAD Spezialgeräte wie Therapie- oder Messgeräte konstruieren; Prototypen entwickeln und testen; Produktion der Geräte überwachen und die Qualität überprüfen,27284,2149,"Technisches Zeichnen, Konstruktion und Modellbau"
2154,"Leiter/in - Technische Zeichnung, Konstruktion und Modellbau",Führungsaufgaben mit Personalverantwortung in einer Modellbau- oder Konstruktionsabteilung,"z.B. Mitarbeiter beim technischen Zeichnen, bei der Modellkonstruktion und beim Modellbau anleiten; Kostenfaktoren analysieren, Kosten minimieren und über Betriebsmittel entscheiden; Verhandlungen mit Kunden, Lieferanten und Verbänden führen; Personal- und Budgetentscheidungen treffen; Schulungen und Weiterbildungen für Mitarbeiter veranlassen",27294,1223,"Technisches Zeichnen, Konstruktion und Modellbau (Führungskraft)"
2157,Fertigungstechnische/r Assistent/in,Organisation von Produktionsprozessen sowie Einrichtung von Produktionsanlagen,"z.B. Produktionsprozesse vorbereiten und Arbeitsschritte planen; Maschinen und Anlagen einrichten und umrüsten; Produktionsroboter einstellen; Daten sammeln zur Optimierung von Effizienz, Sicherheit und ökonomischen Gesichtspunkten; für Pflege und Wartung der Produktionsanlagen sorgen; fertiggestellte Arbeiten auf Qualität prüfen",27302,3119,Technische Produktionsplanung und -steuerung
2158,Fertigungstechniker/in,Optimierung und Effizienzsteigerung von industriellen Fertigungs- und Arbeitsprozessen,"z.B. zur Produktionsplanung und -steuerung Fertigungsschritte festlegen, Materialflussstudien durchführen oder Durchlaufzeiten ermitteln; Arbeitsabläufe auf Basis von Daten und Messwerten analysieren; Wirtschaftlichkeitsberechnungen für Investitionen durchführen und Kalkulationen erstellen; Arbeitsrahmenbedingungen zur Effizienzsteigerung arbeitnehmerfreundlich gestalten; Produktionsplanungs- und Steuerungssoftware einsetzen",27303,3119,Technische Produktionsplanung und -steuerung
2159,Produktionsingenieur/in,"Planung, Organisation und Überwachung von effizienten betrieblichen Produktionsabläufen und der Instandhaltung von Prozessanlagen","z.B. betriebliche Abläufe, Prozesse und Informations- und Materialflusssysteme analysieren und optimieren; Arbeitskräfteeinsatz, Betriebsdaten und Produktionspläne zur Optimierung analysieren; Rationalisierungs- und Umstrukturierungsvorhaben in Betrieben betreuen; Material-, Maschinen und Arbeitskräftebedarf berechnen",27304,2141,Technische Produktionsplanung und -steuerung
1738,Qualitätssicherungstechniker/In,"Planung, Koordination und Optimierung von Qualitätsmanagementsystemen und Qualitätskontrollen","z.B. optische, mechanische und elektrische Prüf- und Messverfahren anwenden; festgelegte Produktqualität im ganzen Fertigungsablauf sichern; Qualitätsmanagement- und -sicherungssysteme einführen und umsetzen; Eingangs-, Zwischen-, Fertigungs- und Endkontrolle von Produkten durchführen; Prüfberichte verfassen; bei Neuprojekten und Auftragsänderungen Qualitätsplanungen und Risikoanalysen erstellen; Qualitätssicherungsstandards festlegen",27313,3119,Technische Qualitätssicherung
2160,Qualitätskontrolleur/in,"Überprüfung der Qualität von Materialien, Werkstücken, Produkten und Prozessen","z.B. optische, elektronische und computergesteuerte Mess- und Prüfmittel der Längenprüftechnik richtig auswählen und nutzen; Werkstoffprüfungen mit längenprüftechnischen Verfahren durchführen; Erzeugnisse auf Beschaffenheit, Genauigkeit und Funktionalität prüfen; bearbeitete Werkstücke nach Vorgabe auf Beschaffenheit und Maßhaltigkeit kontrollieren; im Qualitätsmanagement mitwirken",27312,7543,Technische Qualitätssicherung
2155,Leiter/in - Technische Produktionssteuerung und Qualitätssicherung,Führungsaufgaben mit Personalverantwortung in der technischen Qualitätssicherung,z.B. Maschinenbelegungen und Betreibsmitteleinsatz planen und für die rechtzeitige Beschaffung von Materialien sorgen; interne Qualitätsstandards mitgestalten und für deren Einhaltung sorgen; die Einhaltung von Sicherheitsbestimmungen überwachen; Einhaltung von Arbeitsplänen und Fertigstellungsterminen überwachen; mit den Abteilungen Entwicklung und Produktmanagement Fertigungsprozesse optimieren; neue Anlagen in Betrieb nehmen sowie die Betriebsbereitschaft von vorhandenen Anlagen sicherstellen; Schulungsmaßnahmen für Mitarbeiter organisieren,27393,3122,Technische Produktionsplanung und -steuerung (Führungskraft)
1739,Textiltechniker/in,"Planung, Koordination und Optimierung von Prozessen zur Produktion von Fäden, Garnen, Stoffen und Strickwaren",z.B. Muster planen und Musterkollektionen entwickeln; Arbeitsabläufe planen und überwachen; Betriebsbereitschaft der Produktionsanlagen gewährleisten; Wartungsarbeiten veranlassen und kontrollieren; Materialflüsse organisieren; qualitätssichernde Maßnahmen durchsetzen und Qualität überprüfen; Fehlerquellen ermitteln; Fertigungsmaschinen verbessern und Optimierung der Fertigungsprozesse durchführen; mit dem Einkauf zusammenarbeiten und Lieferanten erschließen; Zielgruppen analysieren und Marktlücken erkennen,28103,3115,Textiltechnik
9029,Textilhilfsarbeiter/in,Ausführung von Hilfsarbeiten in der Textiltechnik oder Textilproduktion,"z.B. Spul-, Zwirn- oder Spinnmaschinen bestücken; Material nachlegen; bei der Textilveredelung zuarbeiten; Beim Umrüsten und Pflegen von Maschinen mithelfen; Sortier- und Reinigungsarbeiten übernehmen; fertige Stücke lagern und verpacken",28101,9329,Textiltechnik
9030,Textilmaschinenführer/in,"Einstellung und Bedienung von Maschinen zur Herstellung von Fäden, Garnen, Stoffen und Strickwaren",z.B. Produktionsmaschinen einrichten und umrüsten; Werkzeuge und Bauteile einbauen; Prozessparameter eingeben und Maschinen anfahren; Maschinen- und Prüfdaten auswerten; bei Qualitätsmängeln Rückschlüsse auf Maschineneinstellungen oder -störungen ziehen; Maschinen warten und instand halten; Arbeitsabläufe überwachen und Maschineneinstellungen kontrollieren,28102,8152,Textiltechnik
1740,Textilmustergestalter/in,"Entwurf und Design von Stoffen, Fäden, Garnen und Strickwaren","z.B. Maschenmuster, Strukturen und Dessins entwickeln; Mustervorlagen für Web- und Maschenwaren, Bodenbeläge, bestickte oder bedruckte Stoffe erstellen; Musterentwürfe von Textildesignern bearbeiten und Kundenwünsche berücksichtigen; Musterelemente bearbeiten und gruppieren; Produktion der Musterkollektion festlegen und diese auf Messen oder bei Kunden präsentieren; Datenträger für die Steuerung der Musterführung anfertigen; Entwürfe und Vorlagen archivieren; Marktanalysen durchführen und gegebenenfalls Änderungen veranlassen",28113,2163,Textilgestaltung
9035,Seiler/in,Einstellung und Bedienung von Maschinen zur Herstellung von Seilen,"z.B. Litzendrehmaschinen, Flecht- oder Verseilmaschinen einstellen, umrüsten, beschicken und überwachen; Seile auf Seilbahnen herstellen; Maschinen- und Prüfdaten auswerten; Produktionsmaschinen warten, instand halten und reinigen; Berechnungen und Messungen hinsichtlich Seilstärke, Länge, Durchmesser durchführen; Textil- und Drahtseile behandeln, ablängen und Enden verschweißen; Schnittpläne für Netze berechnen, diese zuschneiden und Netzteile zusammensetzen; Qualitätskontrollen durchführen",28132,8151,Garn- und Seilherstellung
9010,Textilproduktionsleiter/in,"Führungsaufgaben mit Personalverantwortung bei der Produktion von Fäden, Garnen, Stoffen und Strickwaren","z.B. Arbeitsabläufe und Personaleinsatz organisieren und steuern; Produktionsstrategien und Richtlinien festlegen, implementieren und überwachen; Materialverbrauch und Zeitaufwände berechnen; Betriebsbereitschaft sicherstellen; Wartungs- und Instandhaltungsmaßnahmen von Anlagen veranlassen; Qualitätssicherungsmaßnahmen überwachen; über die Auswahl von Betriebsmitteln entscheiden und Kostenfaktoren analysieren; Budgets überwachen; Einhaltung von Arbeits-, Umwelt- und Gesundheitsschutzbestimmungen sicherstellen; betrieblichen Teil von Ausbildungen organisieren und durchführen",28193,3122,Textiltechnik und -produktion (Führungskraft)
9013,Schnittmustermacher/in für Kleidungsstücke,Anfertigung von Präzisionsschnittmustern für die Herstellung von Kleidungsstücken,"z.B. Entwürfe zeichnen, ausarbeiten und illustrieren; Schnittmuster herstellen und Musterschnitte in produktionsreife Schnitte umarbeiten; Stoffe entsprechend des Schnittmusters schneiden; Schnittmuster durch die Anfertigung von Musterbekleidungsstücken überprüfen",28212,7532,Modedesign
9014,Modedesigner/in,Design von Kleidungsstücken und Modekollektionen,z.B. den Produktionsanforderungen entsprechende Modelle und Kollektionen planen und entwerfen; Stoffe bestimmen und Materialien auswählen; Modellkollektion mit Produktionsleitung besprechen; Trends verfolgen und Messen besuchen; Fertigung vorbereiten und mit der Produktionsabteilung besprechen,28214,2163,Modedesign
1741,Bekleidungstechniker/in,"Planung, Koordination und Optimierung von Fertigungsprozessen bei der industriellen Fertigung von Kleidungsstücken","z.B. neue Arbeitsmethoden und Verfahren zur Herstellung und Weiterverarbeitung von Textilien entwickeln; Musterschnitte und Modelle bis zur Produktionsreife entwickeln; bei der Bedarfsanalyse und der Beschaffung von Stoffen, Hilfsmitteln und Arbeitsgeräten mitwirken; einzelne Produktionsschritte etwa mittels Zeitstudien überwachen und optimieren; Qualitätssicherungsmaßnahmen durchführen und überwachen; Qualitätsstandards festlegen; Trend- und Machbarkeitsanalysen durchführen; mit der Marketingabteilung Produkte auf Messen, Trendshows oder in Kundenbetrieben präsentieren; bei der Entwicklung neuer Werkstoffe, Maschinen und Anlagen mitwirken",28223,3119,"Bekleidungs-, Hut- und Mützenherstellung"
8999,Maschinenführer/in zur Fertigung von Kleidungsstücken,Einstellung und Bedienung von Maschinen zur industriellen Serienfertigung von Kleidungsstücken,"z.B. mittels Maschinen Stoffe zusammennähen, Ziermuster aufsticken oder Knöpfe und Reißverschlüsse an Kleidungsstücken befestigen; (Näh-)maschinen pflegen; zur Erkennung von Fehlstichen, Fadenrissen und anderen Fehlfunktionen den Maschinenbetrieb überwachen; Maschinen überwachen und instand halten",28221,8153,"Bekleidungs-, Hut- und Mützenherstellung"
9020,Textilverarbeitungshelfer/in,Ausführung von Hilfsarbeiten bei der Verarbeitung von Stoffen und Textilien,"z.B. Stoffe zum Nähen vorbereiten, bereit legen, in Form bringen, reinigen und lagern; Teile für die Weiterverarbeitung zusammenstellen; einfache Näharbeiten zumeist mit Nähmaschinen durchführen; geeignete Polstermaterialien beretstellen; beim Aufbau von Federungen bzw. Unterfederungen und Zusammensetzen der Polsterelemente mitarbeiten; Produktionsmaschinen nach Vorgaben bedienen; Fachkräfte über Störungen informieren; beim Umrüsten, Reinigen und Pflegen von Maschinen mithelfen",28221,9329,"Bekleidungs-, Hut- und Mützenherstellung"
9021,Schneider/in,Fertigung und Reparatur von textilen Kleidungsstücken in der Einzel- und Maßfertigung,z.B. Schnittmuster anfertigen; Bekleidungsstücke herstellen; Kleidung nach Kundenwünschen entwerfen und anfertigen; Kleidungsstücke ändern oder reparieren; Nähte ausführen und ihre Qualität prüfen,28222,7531,"Bekleidungs-, Hut- und Mützenherstellung"
9051,Hut- und Mützenmacher/in,"Entwurf und Fertigung von Hüten, Mützen und Kappen",z.B. Hüte und Mützen entwerfen; Schnittmuster erstellen; Hüte nach individuellen Anweisungen von Kunden anfertigen; Kopfbedeckungen aufbereiten und garnieren; Produktqualität prüfen; Kunden beraten,28222,7531,"Bekleidungs-, Hut- und Mützenherstellung"
9026,Segelmacher/in,Fertigung von Segeln,"z.B. Material zuschneiden; Zuschneide- oder Stanzvorrichtungen einstellen; Schablonen erstellen und Materialbedarf ermitteln; Segel anschlagen; Segel berechnen, Teile zuschneiden und zusammennähen; Liektaue annähen und Taklings aufsetzen; Ringe, Ösen und Beschläge anbringen; Qualitätskontrollen durchführen und Fehler ausbessern; Erzeugnisse reparieren; Werkzeuge, Maschinen und Anlagen warten und instand halten",28232,7533,"Technische Konfektionäre/Konfektionärinnen, Segelmacher/innen"
9094,Technische/r Konfektionär/in,"Fertigung technischer Konfektionsware, wie  Schutz- und Wetterkleidung, Zelt- und Lkw-Planen, Marktschirmen oder anderer technische Konfektionsware","z.B. Material zuschneiden; Zuschneide- oder Stanzvorrichtungen einstellen; Schablonen erstellen und Materialbedarf ermitteln; ausgeschnittene Teile kennzeichnen und Flächen verbinden; Nähmaschinen einstellen, Nähmaterial auswählen und Näharbeiten ausführen; Kanten beschichteter Gewebe schweißen oder kleben; Zubehör anbringen; Produkte montieren und z.B. Planen an Lkws anbringen oder Zelte aufbauen; Qualitätskontrollen durchführen und Fehler ausbessern; Erzeugnisse reparieren; Werkzeuge, Maschinen und Anlagen warten und instand halten",28232,7533,"Technische Konfektionäre/Konfektionärinnen, Segelmacher/innen"
