auxco_id,question_id,question_index,entry_type,question_type,question_text_present,question_text_past,answer_id,answer_text,answer_id_combination,answer_kldb_id,answer_isco_id,corresponding_answer_level,last_question
1795,Q1795_1,1,answer_option,"","","",2,Ja,"",41433,3112,isco_skill_level_3,TRUE
1796,Q1796_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1796,Q1796_1,1,answer_option,"","","",1,Ja,"",41494,1349,isco_manager,TRUE
1796,Q1796_1,1,answer_option,"","","",2,Nein,"",41493,3122,isco_supervisor,TRUE
1797,Q1797_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,"","","","","","",
1797,Q1797_1,1,answer_option,"","","",1,Nein,"",42112,3111,isco_skill_level_2,TRUE
1797,Q1797_1,1,answer_option,"","","",2,Ja,"",42113,3111,isco_skill_level_3,TRUE
1798,Q1798_1,1,question,anforderungsniveau,Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,"","","","","","",
1798,Q1798_1,1,answer_option,"","","",1,eine abgeschlossene Berufsausbildung,"",42142,3111,isco_skill_level_2,TRUE
1798,Q1798_1,1,answer_option,"","","",2,eine berufliche Weiterbildung mit Mindestdauer von 18 Monaten,"",42143,3111,isco_skill_level_3,TRUE
1798,Q1798_1,1,answer_option,"","","",3,ein abgeschlossenes Bachelorstudium im Bereich Meteorologie,"",42143,3111,isco_skill_level_3,TRUE
1798,Q1798_1,1,answer_option,"","","",4,ein abgeschlossenes Masterstudium im Bereich Meteorologie,"",42144,2112,isco_skill_level_4,TRUE
1799,Q1799_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Umweltschutztechnik erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Umweltschutztechnik erforderlich?,"","","","","","",
1799,Q1799_1,1,answer_option,"","","",1,Ja,"",42204,2143,isco_skill_level_4,TRUE
1799,Q1799_1,1,answer_option,"","","",2,Nein,"",42203,3119,isco_skill_level_3,TRUE
1800,Q1800_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1800,Q1800_1,1,answer_option,"","","",1,Ja,"",41394,1321,isco_manager,TRUE
1800,Q1800_1,1,answer_option,"","","",2,Nein,"",41393,3122,isco_supervisor,TRUE
1807,Q1807_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1807,Q1807_1,1,answer_option,"","","",1,Ja,"",81394,1324,isco_manager,TRUE
1807,Q1807_1,1,answer_option,"","","",2,Nein,"",81393,2221,isco_supervisor,TRUE
1820,Q1820_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,"","","","","","",
1820,Q1820_1,1,answer_option,"","","",1,Nein,"",63112,4221,isco_skill_level_2,TRUE
1820,Q1820_1,1,answer_option,"","","",2,Ja,"",63113,4221,isco_skill_level_3,TRUE
1821,Q1821_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,"","","","","","",
1821,Q1821_1,1,answer_option,"","","",1,Nein,"",63212,3343,isco_skill_level_2,TRUE
1821,Q1821_1,1,answer_option,"","","",2,Ja,"",63213,3343,isco_skill_level_3,TRUE
1822,Q1822_1,1,question,sonstige,Ist Ihre Stellung mindestens die eines 'Chef de Rang' oder vergleichbar?,War Ihre Stellung mindestens die eines 'Chef de Rang' oder vergleichbar?,"","","","","","",
1822,Q1822_1,1,answer_option,"","","",1,Nein,"",63302,5131,"",TRUE
1822,Q1822_1,1,answer_option,"","","",2,Ja,"",63303,5131,"",TRUE
1823,Q1823_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,"","","","","","",
1823,Q1823_1,1,answer_option,"","","",1,Nein,"",72212,4311,isco_skill_level_2,TRUE
1823,Q1823_1,1,answer_option,"","","",2,Ja,"",72213,3313,isco_skill_level_3,TRUE
1824,Q1824_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1824,Q1824_1,1,answer_option,"","","",1,Ja,"",72224,2411,isco_skill_level_4,TRUE
1824,Q1824_1,1,answer_option,"","","",2,Nein,"",72223,3313,isco_skill_level_3,TRUE
1825,Q1825_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1825,Q1825_1,1,answer_option,"","","",1,Ja,"",73324,2622,isco_skill_level_4,TRUE
1825,Q1825_1,1,answer_option,"","","",2,Nein,"",73323,3433,isco_skill_level_3,TRUE
1826,Q1826_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,"","","","","","",
1826,Q1826_1,1,answer_option,"","","",1,Nein,"",81142,3240,isco_skill_level_2,TRUE
1826,Q1826_1,1,answer_option,"","","",2,Ja,"",81143,3240,isco_skill_level_3,TRUE
1827,Q1827_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1827,Q1827_1,1,answer_option,"","","",1,Ja,"",81394,1342,isco_manager,TRUE
1827,Q1827_1,1,answer_option,"","","",2,Nein,"",81393,2221,isco_supervisor,TRUE
1828,Q1828_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,"","","","","","",
1828,Q1828_1,1,answer_option,"","","",1,Nein,"",82232,3259,isco_skill_level_2,TRUE
1828,Q1828_1,1,answer_option,"","","",2,Ja,"",82233,2265,isco_skill_level_3,TRUE
1829,Q1829_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1829,Q1829_1,1,answer_option,"","","",1,Ja,"",82504,2149,isco_skill_level_4,TRUE
1829,Q1829_1,1,answer_option,"","","",2,Nein,"",82503,3119,isco_skill_level_3,TRUE
1830,Q1830_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen, oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen, oder zur Einstellung und Entlassung von Personal?","","","","","","",
1830,Q1830_1,1,answer_option,"","","",1,Ja,"",82594,1321,isco_manager,TRUE
1830,Q1830_1,1,answer_option,"","","",2,Nein,"",82593,3214,isco_supervisor,TRUE
1831,Q1831_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1831,Q1831_1,1,answer_option,"","","",1,Ja,"",82594,1321,isco_manager,TRUE
1831,Q1831_1,1,answer_option,"","","",2,Nein,"",82593,3214,isco_supervisor,TRUE
1832,Q1832_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1832,Q1832_1,1,answer_option,"","","",1,Ja,"",82594,1321,isco_manager,TRUE
1832,Q1832_1,1,answer_option,"","","",2,Nein,"",82593,3254,isco_supervisor,TRUE
1833,Q1833_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1833,Q1833_1,1,answer_option,"","","",1,Ja,"",82594,1321,isco_manager,TRUE
1833,Q1833_1,1,answer_option,"","","",2,Nein,"",82593,3214,isco_supervisor,TRUE
1834,Q1834_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,"","","","","","",
1834,Q1834_1,1,answer_option,"","","",1,Nein,"",83142,5322,isco_skill_level_2,TRUE
1834,Q1834_1,1,answer_option,"","","",2,Ja,"",83143,5322,isco_skill_level_3,TRUE
1835,Q1835_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Archäologie erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Archäologie erforderlich?,"","","","","","",
1835,Q1835_1,1,answer_option,"","","",1,Ja,"",91234,2632,isco_skill_level_4,TRUE
1835,Q1835_1,1,answer_option,"","","",2,Nein,"",91233,3119,isco_skill_level_3,TRUE
1836,Q1836_1,1,question,anforderungsniveau,Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,"","","","","","",
1836,Q1836_1,1,answer_option,"","","",1,eine abgeschlossene Berufsausbildung,"",91342,3314,isco_skill_level_2,TRUE
1836,Q1836_1,1,answer_option,"","","",2,eine berufliche Weiterbildung mit Mindestdauer von 18 Monaten,"",91343,3314,isco_skill_level_3,TRUE
1836,Q1836_1,1,answer_option,"","","",3,ein abgeschlossenes Bachelorstudium,"",91343,3314,isco_skill_level_3,TRUE
1836,Q1836_1,1,answer_option,"","","",4,ein abgeschlossenes Masterstudium,"",91344,2120,isco_skill_level_4,FALSE
1836,Q1836_2,2,question,spezialisierung,Welche Aufgaben führen Sie dabei in der Regel aus?,Welche Aufgaben haben Sie dabei in der Regel ausgeführt?,"","","","","","",
1836,Q1836_2,2,answer_option,"","","",1,Entwicklung statistischer Analysewerkzeuge; Evaluation und Analyse statistischer Daten,"",91344,2120,"",TRUE
1836,Q1836_2,2,answer_option,"","","",2,Erarbeiten von Fragestellungen; Konzeption von Befragungsstudien; Diskussion der Ergebnisse,"",91344,2632,"",TRUE
1837,Q1837_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1837,Q1837_1,1,answer_option,"","","",1,Ja,"",92114,2431,isco_skill_level_4,TRUE
1837,Q1837_1,1,answer_option,"","","",2,Nein,"",92113,2431,isco_skill_level_3,TRUE
1838,Q1838_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1838,Q1838_1,1,answer_option,"","","",1,Ja,"",92414,2642,isco_skill_level_4,TRUE
1838,Q1838_1,1,answer_option,"","","",2,Nein,"",92413,2642,isco_skill_level_3,TRUE
1839,Q1839_1,1,question,anforderungsniveau,Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,"","","","","","",
1839,Q1839_1,1,answer_option,"","","",2,eine abgeschlossene Berufsausbildung,"",93102,2163,isco_skill_level_2,TRUE
1839,Q1839_1,1,answer_option,"","","",3,eine berufliche Weiterbildung mit Mindestdauer von 18 Monaten,"",93103,2163,isco_skill_level_3,TRUE
1839,Q1839_1,1,answer_option,"","","",4,ein abgeschlossenes Bachelorstudium,"",93103,2163,isco_skill_level_3,TRUE
1839,Q1839_1,1,answer_option,"","","",5,ein abgeschlossenes Masterstudium,"",93104,2163,isco_skill_level_4,TRUE
1840,Q1840_1,1,question,anforderungsniveau,Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,"","","","","","",
1840,Q1840_1,1,answer_option,"","","",1,eine abgeschlossene Berufsausbildung,"",93212,3432,isco_skill_level_2,TRUE
1840,Q1840_1,1,answer_option,"","","",2,eine berufliche Weiterbildung mit Mindestdauer von 18 Monaten,"",93213,3432,isco_skill_level_3,TRUE
1840,Q1840_1,1,answer_option,"","","",3,ein abgeschlossenes Bachelorstudium,"",93213,3432,isco_skill_level_3,TRUE
1840,Q1840_1,1,answer_option,"","","",4,ein abgeschlossenes Masterstudium,"",93214,2161,isco_skill_level_4,TRUE
1841,Q1841_1,1,question,anforderungsniveau,Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,"","","","","","",
1841,Q1841_1,1,answer_option,"","","",1,eine abgeschlossene Berufsausbildung,"",93522,7313,isco_skill_level_2,TRUE
1841,Q1841_1,1,answer_option,"","","",2,eine berufliche Weiterbildung mit Mindestdauer von 18 Monaten,"",93523,2163,isco_skill_level_3,TRUE
1841,Q1841_1,1,answer_option,"","","",3,ein abgeschlossenes Bachelorstudium,"",93523,2163,isco_skill_level_3,TRUE
1841,Q1841_1,1,answer_option,"","","",4,ein abgeschlossenes Masterstudium,"",93524,2163,isco_skill_level_4,TRUE
1842,Q1842_1,1,question,anforderungsniveau,Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,"","","","","","",
1842,Q1842_1,1,answer_option,"","","",1,eine abgeschlossene Berufsausbildung,"",94532,3521,isco_skill_level_2,TRUE
1842,Q1842_1,1,answer_option,"","","",2,eine berufliche Weiterbildung mit Mindestdauer von 18 Monaten,"",94533,3521,isco_skill_level_3,TRUE
1842,Q1842_1,1,answer_option,"","","",3,ein abgeschlossenes Bachelorstudium,"",94533,3521,isco_skill_level_3,TRUE
1842,Q1842_1,1,answer_option,"","","",4,ein abgeschlossenes Masterstudium,"",94534,2654,isco_skill_level_4,TRUE
1843,Q1843_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1843,Q1843_1,1,answer_option,"","","",1,Ja,"",24124,2146,isco_skill_level_4,TRUE
1843,Q1843_1,1,answer_option,"","","",2,Nein,"",24123,3135,isco_skill_level_3,TRUE
1844,Q1844_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1844,Q1844_1,1,answer_option,"","","",1,Ja,"",24134,2146,isco_skill_level_4,TRUE
1844,Q1844_1,1,answer_option,"","","",2,Nein,"",24133,3117,isco_skill_level_3,TRUE
1845,Q1845_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1845,Q1845_1,1,answer_option,"","","",1,Ja,"",24304,2146,isco_skill_level_4,TRUE
1845,Q1845_1,1,answer_option,"","","",2,Nein,"",24303,3116,isco_skill_level_3,TRUE
1846,Q1846_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1846,Q1846_1,1,answer_option,"","","",1,Ja,"",24414,2142,isco_skill_level_4,TRUE
1846,Q1846_1,1,answer_option,"","","",2,Nein,"",24413,3112,isco_skill_level_3,TRUE
1847,Q1847_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1847,Q1847_1,1,answer_option,"","","",1,Ja,"",24524,2144,isco_skill_level_4,TRUE
1847,Q1847_1,1,answer_option,"","","",2,Nein,"",24523,3115,isco_skill_level_3,TRUE
1848,Q1848_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1848,Q1848_1,1,answer_option,"","","",1,Ja,"",24524,2144,isco_skill_level_4,TRUE
1848,Q1848_1,1,answer_option,"","","",2,Nein,"",24523,3115,isco_skill_level_3,TRUE
1849,Q1849_1,1,question,anforderungsniveau,Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,"","","","","","",
1849,Q1849_1,1,answer_option,"","","",1,eine abgeschlossene Berufsausbildung,"",61312,3334,isco_skill_level_2,TRUE
1849,Q1849_1,1,answer_option,"","","",2,eine berufliche Weiterbildung mit Mindestdauer von 18 Monaten,"",61313,3334,isco_skill_level_3,TRUE
1849,Q1849_1,1,answer_option,"","","",3,ein abgeschlossenes Bachelorstudium,"",61313,3334,isco_skill_level_3,TRUE
1849,Q1849_1,1,answer_option,"","","",4,ein abgeschlossenes Masterstudium,"",61314,3334,isco_skill_level_4,TRUE
1850,Q1850_1,1,question,anforderungsniveau,Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,"","","","","","",
1850,Q1850_1,1,answer_option,"","","",1,eine abgeschlossene Berufsausbildung,"",61312,3334,isco_skill_level_2,TRUE
1850,Q1850_1,1,answer_option,"","","",2,eine berufliche Weiterbildung mit Mindestdauer von 18 Monaten,"",61313,3334,isco_skill_level_3,TRUE
1850,Q1850_1,1,answer_option,"","","",3,ein abgeschlossenes Bachelorstudium,"",61313,3334,isco_skill_level_3,TRUE
1850,Q1850_1,1,answer_option,"","","",4,ein abgeschlossenes Masterstudium,"",61314,3334,isco_skill_level_4,TRUE
1851,Q1851_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1851,Q1851_1,1,answer_option,"","","",1,Ja,"",11194,1311,isco_manager,TRUE
1851,Q1851_1,1,answer_option,"","","",2,Nein,"",11193,6130,isco_supervisor,FALSE
1851,Q1851_2,2,question,sonstige,Über welche landwirtschaftliche Tätigkeit führen Sie Aufsicht?,Über welche landwirtschaftliche Tätigkeit haben Sie Aufsicht geführt?,"","","","","","",
1851,Q1851_2,2,answer_option,"","","",1,Über den Anbau von Gemüse und Ackerbau,"",11193,6111,"",TRUE
1851,Q1851_2,2,answer_option,"","","",2,Über das Sammeln von landwirtschaftlich interessanten Daten wie beispielsweise zur Einhaltung der Qualitätsstandards,"",11193,3142,"",TRUE
1851,Q1851_2,2,answer_option,"","","",3,Keine der vorigen Antworten trifft zu,"",11193,6130,"",TRUE
1853,Q1853_1,1,question,sonstige,"Stellen Sie hauptsächlich Drähte, Drahtgewebe oder Federn her?","Haben Sie hauptsächlich Drähte, Drahtgewebe oder Federn hergestellt?","","","","","","",
1853,Q1853_1,1,answer_option,"","","",1,Ja,"",24212,7221,"",TRUE
1853,Q1853_1,1,answer_option,"","","",2,Nein,"",24212,7223,"",TRUE
1854,Q1854_1,1,question,spezialisierung,Arbeiten Sie vorwiegend im Hochbau oder im Tiefbau?,Haben Sie vorwiegend im Hochbau oder im Tiefbau gearbeitet?,"","","","","","",
1854,Q1854_1,1,answer_option,"","","",1,Hochbau (d.h. Errichtung von Gebäuden),"",32101,9313,"",TRUE
1854,Q1854_1,1,answer_option,"","","",2,"Tiefbau (d.h. Bauarbeiten an Rohrleitungen, Tunneln, Straßen, Brücken, Kanälen, Gleisen usw.)","",32201,9312,"",TRUE
1856,Q1856_1,1,question,anforderungsniveau,Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,"","","","","","",
1856,Q1856_1,1,answer_option,"","","",1,eine abgeschlossene Berufsausbildung,"",34302,7126,isco_skill_level_2,TRUE
1856,Q1856_1,1,answer_option,"","","",2,eine berufliche Weiterbildung mit Mindestdauer von 18 Monaten,"",34303,3115,isco_skill_level_3,TRUE
1856,Q1856_1,1,answer_option,"","","",3,ein abgeschlossenes Bachelorstudium,"",34303,3115,isco_skill_level_3,TRUE
1856,Q1856_1,1,answer_option,"","","",4,ein abgeschlossenes Masterstudium,"",34304,2144,isco_skill_level_4,TRUE
2104,Q2104_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,"","","","","","",
2104,Q2104_1,1,answer_option,"","","",1,Ja,"",26233,3131,isco_skill_level_3,TRUE
2104,Q2104_1,1,answer_option,"","","",2,Nein,"",26232,8182,isco_skill_level_2,TRUE
2109,Q2109_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,"","","","","","",
2109,Q2109_1,1,answer_option,"","","",1,Ja,"",26253,3113,isco_skill_level_3,TRUE
2109,Q2109_1,1,answer_option,"","","",2,Nein,"",26252,7412,isco_skill_level_2,TRUE
2115,Q2115_1,1,question,sonstige,Arbeiten Sie hauptsächlich an elektronischen Geräten oder an elektrischen Anlagen und Maschinen?,Haben Sie hauptsächlich an elektronischen Geräten oder an elektrischen Anlagen und Maschinen gearbeitet?,"","","","","","",
2115,Q2115_1,1,answer_option,"","","",1,an elektronischen Geräten,"",26302,7421,"",TRUE
2115,Q2115_1,1,answer_option,"","","",2,an elektrischen Anlagen und Maschinen,"",26302,7412,"",TRUE
2124,Q2124_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
2124,Q2124_1,1,answer_option,"","","",1,Ja,"",25194,1321,isco_manager,TRUE
2124,Q2124_1,1,answer_option,"","","",2,Nein,"",25193,3122,isco_supervisor,TRUE
2126,Q2126_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
2126,Q2126_1,1,answer_option,"","","",1,Ja,"",25294,1321,isco_manager,TRUE
2126,Q2126_1,1,answer_option,"","","",2,Nein,"",25293,3122,isco_supervisor,TRUE
2143,Q2143_1,1,question,anforderungsniveau,Welche Ausbildung ist für diese Tätigkeit in der Regel erforderlich?,Welche Ausbildung war für diese Tätigkeit in der Regel erforderlich?,"","","","","","",
2143,Q2143_1,1,answer_option,"","","",1,eine abgeschlossene Berufsausbildung,"",27182,3119,isco_skill_level_2,TRUE
2143,Q2143_1,1,answer_option,"","","",2,eine berufliche Weiterbildung,"",27183,3119,isco_skill_level_3,TRUE
2143,Q2143_1,1,answer_option,"","","",3,ein abgeschlossenes Bachelorstudium,"",27183,3119,isco_skill_level_3,TRUE
2143,Q2143_1,1,answer_option,"","","",4,ein abgeschlossenes Masterstudium,"",27184,2149,isco_skill_level_4,TRUE
2149,Q2149_1,1,question,sonstige,Mit welchem Material arbeiten Sie hauptsächlich?,Mit welchem Material haben Sie hauptsächlich gearbeitet?,"","","","","","",
2149,Q2149_1,1,answer_option,"","","",2,Holz,"",27232,7522,"",TRUE
2149,Q2149_1,1,answer_option,"","","",3,Metall,"",27232,7222,"",TRUE
2149,Q2149_1,1,answer_option,"","","",4,unterschiedliche Materialien,"",27232,7222,"",TRUE
2154,Q2154_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
2154,Q2154_1,1,answer_option,"","","",1,Ja,"",27294,1223,isco_manager,TRUE
2154,Q2154_1,1,answer_option,"","","",2,Nein,"",27293,3122,isco_supervisor,TRUE
2155,Q2155_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
2155,Q2155_1,1,answer_option,"","","",1,Ja,"",27394,1321,isco_manager,TRUE
2155,Q2155_1,1,answer_option,"","","",2,Nein,"",27393,3122,isco_supervisor,TRUE
3010,Q3010_1,1,question,aufsicht,"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?","Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?","","","","","","",
3010,Q3010_1,1,answer_option,"","","",1,Ja,"",33393,3123,isco_supervisor,TRUE
