auxco_id,title,similar_auxco_id,similar_title,similarity,default_kldb_id
2059,Maschinenschlosser/in,2066,Kesselwärter/in,mittel,25102
2059,Maschinenschlosser/in,2063,Montagehelfer/in,hoch,25102
2059,Maschinenschlosser/in,1722,Maschinenbauingenieur/in,mittel,25102
2059,Maschinenschlosser/in,2034,Metallbauer/in,mittel,25102
1722,Maschinenbauingenieur/in,1848,Waffentechniker/in,mittel,25104
1722,Maschinenbauingenieur/in,1705,Mühlenbautechniker/in,mittel,25104
1722,Maschinenbauingenieur/in,1706,Umweltschutzverfahrenstechniker/in,mittel,25104
1722,Maschinenbauingenieur/in,2059,Maschinenschlosser/in,hoch,25104
1722,Maschinenbauingenieur/in,2050,Feinwerktechniker/in,mittel,25104
1722,Maschinenbauingenieur/in,1723,Wartungs- und Servicetechniker/in,mittel,25104
1722,Maschinenbauingenieur/in,2124,Instandhaltungsleiter/in,mittel,25104
1722,Maschinenbauingenieur/in,2159,Produktionsingenieur/in,hoch,25104
1722,Maschinenbauingenieur/in,1737,Konstruktionstechniker/in,mittel,25104
2064,Fertigungsmechaniker/in,1722,Maschinenbauingenieur/in,mittel,25112
2064,Fertigungsmechaniker/in,2059,Maschinenschlosser/in,hoch,25112
2064,Fertigungsmechaniker/in,2063,Montagehelfer/in,mittel,25112
2064,Fertigungsmechaniker/in,2048,Feinmechaniker/in,mittel,25112
2066,Kesselwärter/in,2059,Maschinenschlosser/in,hoch,25122
2066,Kesselwärter/in,2104,Kraftwerker/in,hoch,25122
2066,Kesselwärter/in,2063,Montagehelfer/in,mittel,25122
2066,Kesselwärter/in,1722,Maschinenbauingenieur/in,mittel,25122
2068,Zählerableser/in,1723,Wartungs- und Servicetechniker/in,hoch,25131
1723,Wartungs- und Servicetechniker/in,2115,Elektromechaniker/in,hoch,25132
1723,Wartungs- und Servicetechniker/in,2068,Zählerableser/in,mittel,25132
1723,Wartungs- und Servicetechniker/in,6006,Automatenfachmann/ -frau,hoch,25132
1723,Wartungs- und Servicetechniker/in,1722,Maschinenbauingenieur/in,hoch,25132
2072,Hydraulikschlosser/in,1724,Hydraulik-Fachkraft,hoch,25182
2072,Hydraulikschlosser/in,2059,Maschinenschlosser/in,hoch,25182
1705,Mühlenbautechniker/in,1722,Maschinenbauingenieur/in,hoch,25183
1705,Mühlenbautechniker/in,2124,Instandhaltungsleiter/in,mittel,25183
1706,Umweltschutzverfahrenstechniker/in,1799,Umweltschutzingenieur/in,hoch,25183
1706,Umweltschutzverfahrenstechniker/in,1722,Maschinenbauingenieur/in,hoch,25183
1706,Umweltschutzverfahrenstechniker/in,1759,Leiter/in - Umweltschutztechnik,hoch,25183
1706,Umweltschutzverfahrenstechniker/in,4254,Energieberater/in,hoch,25183
1724,Hydraulik-Fachkraft,2072,Hydraulikschlosser/in,hoch,25183
1724,Hydraulik-Fachkraft,1722,Maschinenbauingenieur/in,mittel,25183
1724,Hydraulik-Fachkraft,2059,Maschinenschlosser/in,hoch,25183
2124,Instandhaltungsleiter/in,1722,Maschinenbauingenieur/in,hoch,25193
2124,Instandhaltungsleiter/in,1705,Mühlenbautechniker/in,mittel,25193
2124,Instandhaltungsleiter/in,1706,Umweltschutzverfahrenstechniker/in,mittel,25193
2124,Instandhaltungsleiter/in,1723,Wartungs- und Servicetechniker/in,hoch,25193
2124,Instandhaltungsleiter/in,2155,Leiter/in - Technische Produktionssteuerung und Qualitätssicherung,mittel,25193
2124,Instandhaltungsleiter/in,1703,Werkzeugmachermeister/in,mittel,25193
2075,Kraftfahrzeugmechanikerhelfer/in,2063,Montagehelfer/in,mittel,25201
2075,Kraftfahrzeugmechanikerhelfer/in,2040,Metallbauhelfer/in,mittel,25201
2075,Kraftfahrzeugmechanikerhelfer/in,6101,Tankwart/in,mittel,25201
2076,Kraftfahrzeugmechatroniker/in,2077,Kraftfahrzeugtechniker/in,hoch,25212
2076,Kraftfahrzeugmechatroniker/in,2075,Kraftfahrzeugmechanikerhelfer/in,hoch,25212
2076,Kraftfahrzeugmechatroniker/in,2079,Land- und Baumaschinenmechaniker/in,mittel,25212
2077,Kraftfahrzeugtechniker/in,2076,Kraftfahrzeugmechatroniker/in,hoch,25213
2077,Kraftfahrzeugtechniker/in,2078,Kraftfahrzeugingenieur/in,mittel,25213
2077,Kraftfahrzeugtechniker/in,1722,Maschinenbauingenieur/in,mittel,25213
2078,Kraftfahrzeugingenieur/in,2077,Kraftfahrzeugtechniker/in,hoch,25214
2078,Kraftfahrzeugingenieur/in,1722,Maschinenbauingenieur/in,mittel,25214
2078,Kraftfahrzeugingenieur/in,1736,Bordelektroniktechniker/in,hoch,25214
2079,Land- und Baumaschinenmechaniker/in,1725,Land- und Baumaschinentechniker/in,hoch,25222
2079,Land- und Baumaschinenmechaniker/in,2076,Kraftfahrzeugmechatroniker/in,hoch,25222
1725,Land- und Baumaschinentechniker/in,2079,Land- und Baumaschinenmechaniker/in,hoch,25223
1725,Land- und Baumaschinentechniker/in,2077,Kraftfahrzeugtechniker/in,hoch,25223
1725,Land- und Baumaschinentechniker/in,1015,Agraringenieur/in,mittel,25223
1725,Land- und Baumaschinentechniker/in,1722,Maschinenbauingenieur/in,mittel,25223
2082,Fluggerätemechaniker/in - Triebwerkstechnik,1725,Land- und Baumaschinentechniker/in,mittel,25232
2082,Fluggerätemechaniker/in - Triebwerkstechnik,2059,Maschinenschlosser/in,mittel,25232
2082,Fluggerätemechaniker/in - Triebwerkstechnik,1726,Luftfahrttechniker/in,mittel,25232
2082,Fluggerätemechaniker/in - Triebwerkstechnik,2134,Bordelektroniker/in,mittel,25232
2082,Fluggerätemechaniker/in - Triebwerkstechnik,2083,Fluggerätemechaniker/in - Fertigungstechnik,hoch,25232
2082,Fluggerätemechaniker/in - Triebwerkstechnik,2034,Metallbauer/in,mittel,25232
2083,Fluggerätemechaniker/in - Fertigungstechnik,1726,Luftfahrttechniker/in,hoch,25232
2083,Fluggerätemechaniker/in - Fertigungstechnik,2059,Maschinenschlosser/in,mittel,25232
2083,Fluggerätemechaniker/in - Fertigungstechnik,2134,Bordelektroniker/in,mittel,25232
2083,Fluggerätemechaniker/in - Fertigungstechnik,2034,Metallbauer/in,mittel,25232
2083,Fluggerätemechaniker/in - Fertigungstechnik,2082,Fluggerätemechaniker/in - Triebwerkstechnik,hoch,25232
1726,Luftfahrttechniker/in,2082,Fluggerätemechaniker/in - Triebwerkstechnik,hoch,25233
1726,Luftfahrttechniker/in,2083,Fluggerätemechaniker/in - Fertigungstechnik,hoch,25233
1726,Luftfahrttechniker/in,1722,Maschinenbauingenieur/in,mittel,25233
1726,Luftfahrttechniker/in,1744,Flugsicherungstechniker/in,hoch,25233
1726,Luftfahrttechniker/in,1736,Bordelektroniktechniker/in,hoch,25233
2086,Schiffbauer/in,2075,Kraftfahrzeugmechanikerhelfer/in,mittel,25242
2086,Schiffbauer/in,1727,Schiffbautechniker/in,mittel,25242
2086,Schiffbauer/in,2034,Metallbauer/in,mittel,25242
2086,Schiffbauer/in,2059,Maschinenschlosser/in,mittel,25242
1727,Schiffbautechniker/in,2086,Schiffbauer/in,hoch,25243
1727,Schiffbautechniker/in,1722,Maschinenbauingenieur/in,mittel,25243
1727,Schiffbautechniker/in,2126,Leiter/in Fahrzeugtechnik,mittel,25243
2089,Zweiradmechaniker/in - motorisierte Zweiräder,1728,Zweiradtechniker/in,hoch,25252
2089,Zweiradmechaniker/in - motorisierte Zweiräder,2076,Kraftfahrzeugmechatroniker/in,hoch,25252
2089,Zweiradmechaniker/in - motorisierte Zweiräder,6066,Automobilkaufmann/-frau,mittel,25252
2090,Fahrradmechaniker/in,1728,Zweiradtechniker/in,hoch,25252
1728,Zweiradtechniker/in,2090,Fahrradmechaniker/in,hoch,25253
2126,Leiter/in Fahrzeugtechnik,2077,Kraftfahrzeugtechniker/in,mittel,25293
2126,Leiter/in Fahrzeugtechnik,1726,Luftfahrttechniker/in,mittel,25293
2126,Leiter/in Fahrzeugtechnik,1727,Schiffbautechniker/in,mittel,25293
2126,Leiter/in Fahrzeugtechnik,2047,Metallbaumeister/in,mittel,25293
2126,Leiter/in Fahrzeugtechnik,2124,Instandhaltungsleiter/in,hoch,25293
2126,Leiter/in Fahrzeugtechnik,2155,Leiter/in - Technische Produktionssteuerung und Qualitätssicherung,mittel,25293
2126,Leiter/in Fahrzeugtechnik,2159,Produktionsingenieur/in,mittel,25293
2094,Mechatroniker/in,1729,Mechatroniktechniker/in,mittel,26112
1729,Mechatroniktechniker/in,2094,Mechatroniker/in,hoch,26113
1729,Mechatroniktechniker/in,1722,Maschinenbauingenieur/in,mittel,26113
1729,Mechatroniktechniker/in,1733,Elektrotechniker/in,hoch,26113
1730,Elektrotechniker/in - Automatisierungstechnik,2109,Betriebselektriker/in,hoch,26122
1730,Elektrotechniker/in - Automatisierungstechnik,4035,Betriebsinformatiker/in,mittel,26122
1730,Elektrotechniker/in - Automatisierungstechnik,4037,Technische/r Informatiker/in,mittel,26122
1730,Elektrotechniker/in - Automatisierungstechnik,1737,Konstruktionstechniker/in,mittel,26122
1730,Elektrotechniker/in - Automatisierungstechnik,1729,Mechatroniktechniker/in,hoch,26122
1730,Elektrotechniker/in - Automatisierungstechnik,1733,Elektrotechniker/in,hoch,26122
2128,Mechatronikermeister/in,1729,Mechatroniktechniker/in,mittel,26193
2128,Mechatronikermeister/in,1730,Elektrotechniker/in - Automatisierungstechnik,mittel,26193
2128,Mechatronikermeister/in,2130,Leiter/in - Elektrotechnik,mittel,26193
2100,Elektroinstallateur/in,2094,Mechatroniker/in,hoch,26212
2100,Elektroinstallateur/in,5297,Gas- und Wasserinstallateur/in,mittel,26212
2101,Elektromaschinenbauer/in,2102,Elektromaschinenbauer/in - Optimierung,hoch,26222
2101,Elektromaschinenbauer/in,2109,Betriebselektriker/in,hoch,26222
2101,Elektromaschinenbauer/in,2059,Maschinenschlosser/in,mittel,26222
2101,Elektromaschinenbauer/in,2094,Mechatroniker/in,mittel,26222
2102,Elektromaschinenbauer/in - Optimierung,2101,Elektromaschinenbauer/in,hoch,26223
2102,Elektromaschinenbauer/in - Optimierung,1722,Maschinenbauingenieur/in,mittel,26223
2102,Elektromaschinenbauer/in - Optimierung,1729,Mechatroniktechniker/in,mittel,26223
2104,Kraftwerker/in,2109,Betriebselektriker/in,hoch,26233
2104,Kraftwerker/in,2106,Technische/r Assistent/in für regenerative Energietechnik,mittel,26233
2104,Kraftwerker/in,2105,Kraftwerksingenieur/in,hoch,26233
2104,Kraftwerker/in,2129,Leiter/in - Energietechnik,mittel,26233
2104,Kraftwerker/in,1731,Solar- und Windenergietechniker/in,mittel,26233
2105,Kraftwerksingenieur/in,2104,Kraftwerker/in,hoch,26234
2105,Kraftwerksingenieur/in,1733,Elektrotechniker/in,hoch,26234
2105,Kraftwerksingenieur/in,1731,Solar- und Windenergietechniker/in,mittel,26234
2106,Technische/r Assistent/in für regenerative Energietechnik,1731,Solar- und Windenergietechniker/in,hoch,26242
2106,Technische/r Assistent/in für regenerative Energietechnik,2104,Kraftwerker/in,mittel,26242
2106,Technische/r Assistent/in für regenerative Energietechnik,2109,Betriebselektriker/in,hoch,26242
1731,Solar- und Windenergietechniker/in,2106,Technische/r Assistent/in für regenerative Energietechnik,hoch,26243
1731,Solar- und Windenergietechniker/in,2104,Kraftwerker/in,mittel,26243
1731,Solar- und Windenergietechniker/in,2129,Leiter/in - Energietechnik,hoch,26243
1731,Solar- und Windenergietechniker/in,2105,Kraftwerksingenieur/in,mittel,26243
2109,Betriebselektriker/in,2059,Maschinenschlosser/in,mittel,26252
2109,Betriebselektriker/in,1730,Elektrotechniker/in - Automatisierungstechnik,hoch,26252
2109,Betriebselektriker/in,2094,Mechatroniker/in,mittel,26252
2109,Betriebselektriker/in,1729,Mechatroniktechniker/in,mittel,26252
2109,Betriebselektriker/in,2104,Kraftwerker/in,mittel,26252
2111,Kabelmonteur/in,2118,Informations- und Kommunikationselektroniker/in,hoch,26262
2111,Kabelmonteur/in,1732,Kabeltechniker/in,hoch,26262
1732,Kabeltechniker/in,1734,Techniker/in - Informations- und Kommunikationselektronik,hoch,26263
1732,Kabeltechniker/in,2111,Kabelmonteur/in,hoch,26263
1732,Kabeltechniker/in,1737,Konstruktionstechniker/in,mittel,26263
1732,Kabeltechniker/in,2105,Kraftwerksingenieur/in,mittel,26263
2129,Leiter/in - Energietechnik,2105,Kraftwerksingenieur/in,hoch,26293
2129,Leiter/in - Energietechnik,2130,Leiter/in - Elektrotechnik,hoch,26293
2129,Leiter/in - Energietechnik,2124,Instandhaltungsleiter/in,mittel,26293
2129,Leiter/in - Energietechnik,2128,Mechatronikermeister/in,mittel,26293
2114,Elektrohelfer/in,2115,Elektromechaniker/in,hoch,26301
2115,Elektromechaniker/in,1733,Elektrotechniker/in,hoch,26302
2115,Elektromechaniker/in,2114,Elektrohelfer/in,hoch,26302
2115,Elektromechaniker/in,2118,Informations- und Kommunikationselektroniker/in,hoch,26302
2115,Elektromechaniker/in,2094,Mechatroniker/in,mittel,26302
1733,Elektrotechniker/in,1707,Mikrotechnologe/-login,mittel,26303
1733,Elektrotechniker/in,2115,Elektromechaniker/in,hoch,26303
1733,Elektrotechniker/in,2094,Mechatroniktechniker/in,hoch,26303
1733,Elektrotechniker/in,1730,Elektrotechniker/in - Automatisierungstechnik,mittel,26303
1733,Elektrotechniker/in,1734,Techniker/in - Informations- und Kommunikationselektronik,mittel,26303
1733,Elektrotechniker/in,1729,Mechatroniktechniker/in,hoch,26303
2118,Informations- und Kommunikationselektroniker/in,1734,Techniker/in - Informations- und Kommunikationselektronik,hoch,26312
2118,Informations- und Kommunikationselektroniker/in,4054,System-/ Netzwerkadministrator/in,hoch,26312
2118,Informations- und Kommunikationselektroniker/in,1772,IT-Netzwerktechniker/in,hoch,26312
2118,Informations- und Kommunikationselektroniker/in,4035,Betriebsinformatiker/in,mittel,26312
2118,Informations- und Kommunikationselektroniker/in,2115,Elektromechaniker/in,mittel,26312
1734,Techniker/in - Informations- und Kommunikationselektronik,2118,Informations- und Kommunikationselektroniker/in,hoch,26313
1734,Techniker/in - Informations- und Kommunikationselektronik,4037,Technische/r Informatiker/in,mittel,26313
1734,Techniker/in - Informations- und Kommunikationselektronik,4054,System-/ Netzwerkadministrator/in,mittel,26313
1734,Techniker/in - Informations- und Kommunikationselektronik,1772,IT-Netzwerktechniker/in,hoch,26313
1734,Techniker/in - Informations- und Kommunikationselektronik,1733,Elektrotechniker/in,hoch,26313
2131,Mikrotechnologe/-technologin,1735,Mikrosystemtechniker/in,hoch,26322
2131,Mikrotechnologe/-technologin,2115,Elektromechaniker/in,mittel,26322
1735,Mikrosystemtechniker/in,2131,Mikrotechnologe/-technologin,hoch,26323
1735,Mikrosystemtechniker/in,1734,Techniker/in - Informations- und Kommunikationselektronik,mittel,26323
1735,Mikrosystemtechniker/in,1733,Elektrotechniker/in,mittel,26323
1735,Mikrosystemtechniker/in,2139,Optoelektronikingenieur/in,hoch,26323
1735,Mikrosystemtechniker/in,4019,Physik-Ingenieur/in,mittel,26323
1707,Mikrotechnologe/-login,1733,Elektrotechniker/in,hoch,26324
1707,Mikrotechnologe/-login,4019,Physik-Ingenieur/in,hoch,26324
1707,Mikrotechnologe/-login,1734,Techniker/in - Informations- und Kommunikationselektronik,hoch,26324
1707,Mikrotechnologe/-login,1729,Mechatroniktechniker/in,mittel,26324
1707,Mikrotechnologe/-login,1735,Mikrosystemtechniker/in,hoch,26324
2134,Bordelektroniker/in,2115,Elektromechaniker/in,mittel,26332
2134,Bordelektroniker/in,1736,Bordelektroniktechniker/in,hoch,26332
2134,Bordelektroniker/in,2083,Fluggerätemechaniker/in - Fertigungstechnik,mittel,26332
2134,Bordelektroniker/in,2094,Mechatroniker/in,mittel,26332
2134,Bordelektroniker/in,2076,Kraftfahrzeugmechatroniker/in,mittel,26332
1736,Bordelektroniktechniker/in,1733,Elektrotechniker/in,hoch,26333
1736,Bordelektroniktechniker/in,2134,Bordelektroniker/in,hoch,26333
1736,Bordelektroniktechniker/in,1726,Luftfahrttechniker/in,hoch,26333
1736,Bordelektroniktechniker/in,2077,Kraftfahrzeugtechniker/in,mittel,26333
1736,Bordelektroniktechniker/in,1729,Mechatroniktechniker/in,mittel,26333
1736,Bordelektroniktechniker/in,2078,Kraftfahrzeugingenieur/in,hoch,26333
1708,Kybernetikingenieur/in,1730,Elektrotechniker/in - Automatisierungstechnik,hoch,26384
1708,Kybernetikingenieur/in,1729,Mechatroniktechniker/in,hoch,26384
1708,Kybernetikingenieur/in,2051,Feinwerktechnikingenieur/in,hoch,26384
1708,Kybernetikingenieur/in,4037,Technische/r Informatiker/in,hoch,26384
2139,Optoelektronikingenieur/in,1733,Elektrotechniker/in,hoch,26384
2139,Optoelektronikingenieur/in,1729,Mechatroniktechniker/in,mittel,26384
2139,Optoelektronikingenieur/in,1730,Elektrotechniker/in - Automatisierungstechnik,mittel,26384
2130,Leiter/in - Elektrotechnik,2128,Mechatronikermeister/in,hoch,26393
2130,Leiter/in - Elektrotechnik,1733,Elektrotechniker/in,mittel,26393
2130,Leiter/in - Elektrotechnik,2129,Leiter/in - Energietechnik,mittel,26393
2130,Leiter/in - Elektrotechnik,1734,Techniker/in - Informations- und Kommunikationselektronik,mittel,26393
1709,Wehrverwaltungsbeamter/in,3550,Verwaltungsangestellte/r im öffentlichen Dienst,hoch,27183
1709,Wehrverwaltungsbeamter/in,2143,Wehrtechniker/in,hoch,27183
1709,Wehrverwaltungsbeamter/in,1702,Büchsenmachermeister/in,mittel,27183
2143,Wehrtechniker/in,9999,Soldat/in,hoch,27183
2143,Wehrtechniker/in,1702,Büchsenmachermeister/in,hoch,27183
2143,Wehrtechniker/in,1709,Wehrverwaltungsbeamter/in,hoch,27183
2144,Patentingenieur/in,3530,Rechtliche/r Berater/in,hoch,27184
2146,Technische/r Zeichner/in,2154,"Leiter/in - Technische Zeichnung, Konstruktion und Modellbau",mittel,27212
2146,Technische/r Zeichner/in,1737,Konstruktionstechniker/in,hoch,27212
1737,Konstruktionstechniker/in,2146,Technische/r Zeichner/in,hoch,27223
1737,Konstruktionstechniker/in,2154,"Leiter/in - Technische Zeichnung, Konstruktion und Modellbau",hoch,27223
2149,Modellbauer/in,2146,Technische/r Zeichner/in,hoch,27232
2149,Modellbauer/in,2154,"Leiter/in - Technische Zeichnung, Konstruktion und Modellbau",mittel,27232
2150,Sportgerätebauer/in,2151,Normentechniker/in,hoch,27282
2150,Sportgerätebauer/in,2152,Sportingenieur/in,hoch,27282
2150,Sportgerätebauer/in,2146,Technische/r Zeichner/in,mittel,27282
2151,Normentechniker/in,2150,Sportgerätebauer/in,hoch,27283
2151,Normentechniker/in,2152,Sportingenieur/in,hoch,27283
2151,Normentechniker/in,1737,Konstruktionstechniker/in,hoch,27283
2152,Sportingenieur/in,2151,Normentechniker/in,hoch,27284
2152,Sportingenieur/in,2150,Sportgerätebauer/in,hoch,27284
2152,Sportingenieur/in,1737,Konstruktionstechniker/in,hoch,27284
2154,"Leiter/in - Technische Zeichnung, Konstruktion und Modellbau",1737,Konstruktionstechniker/in,mittel,27294
2157,Fertigungstechnische/r Assistent/in,2158,Fertigungstechniker/in,hoch,27302
2157,Fertigungstechnische/r Assistent/in,3205,Technisch-kaufmännische/r Betriebassistent/in,hoch,27302
2158,Fertigungstechniker/in,2157,Fertigungstechnische/r Assistent/in,mittel,27303
2158,Fertigungstechniker/in,1738,Qualitätssicherungstechniker/In,hoch,27303
2158,Fertigungstechniker/in,2159,Berufe in der technischen Produktionsplanung und -steuerung - hoch komplexe Tätigkeiten,mittel,27303
2158,Fertigungstechniker/in,3205,Technisch-kaufmännische/r Betriebassistent/in,mittel,27303
2159,Produktionsingenieur/in,2158,Fertigungstechniker/in,hoch,27304
2159,Produktionsingenieur/in,2155,Leiter/in - Technische Produktionssteuerung und Qualitätssicherung,mittel,27304
2159,Produktionsingenieur/in,3208,Betriebsplaner/in,mittel,27304
2160,Qualitätskontrolleur/in,1738,Qualitätssicherungstechniker/In,hoch,27312
2160,Qualitätskontrolleur/in,1795,Baustoffprüfer/in,hoch,27312
2160,Qualitätskontrolleur/in,1794,Werkstoffprüfer/in,hoch,27312
1738,Qualitätssicherungstechniker/In,2160,Qualitätskontrolleur/in,hoch,27313
1738,Qualitätssicherungstechniker/In,2158,Fertigungstechniker/in,mittel,27313
1738,Qualitätssicherungstechniker/In,2155,Leiter/in - Technische Produktionssteuerung und Qualitätssicherung,hoch,27313
1738,Qualitätssicherungstechniker/In,2159,Produktionsingenieur/in,hoch,27313
2155,Leiter/in - Technische Produktionssteuerung und Qualitätssicherung,3211,Kaufmännische/r Betriebsleiter/in,mittel,27393
2155,Leiter/in - Technische Produktionssteuerung und Qualitätssicherung,2158,Fertigungstechniker/in,hoch,27393
2155,Leiter/in - Technische Produktionssteuerung und Qualitätssicherung,2159,Produktionsingenieur/in,hoch,27393
9029,Textilhilfsarbeiter/in,8999,Maschinenführer/in zur Fertigung von Kleidungsstücken,hoch,28101
9029,Textilhilfsarbeiter/in,9030,Textilmaschinenführer/in,hoch,28101
9030,Textilmaschinenführer/in,1739,Textiltechniker/in,hoch,28102
9030,Textilmaschinenführer/in,9035,Seiler/in,mittel,28102
9030,Textilmaschinenführer/in,9029,Textilhilfsarbeiter/in,hoch,28102
9030,Textilmaschinenführer/in,1740,Textilmustergestalter/in,mittel,28102
1739,Textiltechniker/in,9030,Textilmaschinenführer/in,mittel,28103
1739,Textiltechniker/in,9010,Textilproduktionsleiter/in,hoch,28103
1739,Textiltechniker/in,9035,Seiler/in,mittel,28103
1739,Textiltechniker/in,9046,Leiter/in - Textilverarbeitung,hoch,28103
1739,Textiltechniker/in,1741,Bekleidungstechniker/in,hoch,28103
1740,Textilmustergestalter/in,1739,Textiltechniker/in,mittel,28113
1740,Textilmustergestalter/in,1839,Produkt- und Industriedesigner/in,hoch,28113
1740,Textilmustergestalter/in,9014,Modedesigner/in,hoch,28113
1740,Textilmustergestalter/in,9013,Schnittmustermacher/in für Kleidungsstücke,hoch,28113
1740,Textilmustergestalter/in,9010,Textilproduktionsleiter/in,mittel,28113
9035,Seiler/in,1739,Textiltechniker/in,mittel,28132
9035,Seiler/in,9030,Textilmechaniker/in,hoch,28132
9035,Seiler/in,9029,Textilhilfsarbeiter/in,mittel,28132
9010,Textilproduktionsleiter/in,1739,Textiltechniker/in,hoch,28193
9010,Textilproduktionsleiter/in,9046,Leiter/in - Textilverarbeitung,hoch,28193
9013,Schnittmustermacher/in für Kleidungsstücke,9014,Modedesigner/in,hoch,28212
9013,Schnittmustermacher/in für Kleidungsstücke,1740,Textilmustergestalter/in,hoch,28212
9013,Schnittmustermacher/in für Kleidungsstücke,1839,Produkt- und Industriedesigner/in,mittel,28212
9013,Schnittmustermacher/in für Kleidungsstücke,9021,Schneider/in,hoch,28212
9013,Schnittmustermacher/in für Kleidungsstücke,8999,Maschinenführer/in zur Fertigung von Kleidungsstücken,mittel,28212
9013,Schnittmustermacher/in für Kleidungsstücke,1739,Textiltechniker/in,mittel,28212
9014,Modedesigner/in,9013,Schnittmustermacher/in für Kleidungsstücke,hoch,28214
9014,Modedesigner/in,1740,Textilmustergestalter/in,hoch,28214
9014,Modedesigner/in,1839,Produkt- und Industriedesigner/in,mittel,28214
9014,Modedesigner/in,9021,Schneider/in,mittel,28214
9014,Modedesigner/in,9046,Leiter/in - Textilverarbeitung,mittel,28214
9014,Modedesigner/in,1739,Textiltechniker/in,mittel,28214
8999,Maschinenführer/in zur Fertigung von Kleidungsstücken,9021,Schneider/in,hoch,28221
8999,Maschinenführer/in zur Fertigung von Kleidungsstücken,9051,Hut- und Mützenmacher/in,hoch,28221
8999,Maschinenführer/in zur Fertigung von Kleidungsstücken,1739,Textiltechniker/in,hoch,28221
8999,Maschinenführer/in zur Fertigung von Kleidungsstücken,9094,Technische/r Konfektionär/in,mittel,28221
8999,Maschinenführer/in zur Fertigung von Kleidungsstücken,9505,Bediener/in von Maschinen zur Schuhfertigung,mittel,28221
9020,Textilverarbeitungshelfer/in,8999,Maschinenführer/in zur Fertigung von Kleidungsstücken,mittel,28221
9020,Textilverarbeitungshelfer/in,9094,Technische/r Konfektionär/in,mittel,28221
9020,Textilverarbeitungshelfer/in,9045,Polsterer/Polsterin,mittel,28221
9020,Textilverarbeitungshelfer/in,9048,Lederverarbeitungshelfer/in,hoch,28221
9020,Textilverarbeitungshelfer/in,9092,Pelzverarbeitungshelfer/in,hoch,28221
9020,Textilverarbeitungshelfer/in,9029,Textilhilfsarbeiter/in,hoch,28221
9021,Schneider/in,9052,Maschinenführer/in zur Fertigung von Kleidungsstücken,hoch,28222
9021,Schneider/in,9020,Textilverarbeitungshelfer/in,mittel,28222
9021,Schneider/in,1741,Bekleidungstechniker/in,mittel,28222
9021,Schneider/in,9051,Hut- und Mützenmacher/in,mittel,28222
9021,Schneider/in,9506,Kürschner/in,mittel,28222
9051,Hut- und Mützenmacher/in,9021,Schneider/in,hoch,28222
9051,Hut- und Mützenmacher/in,9046,Leiter/in - Textilverarbeitung,mittel,28222
9051,Hut- und Mützenmacher/in,9020,Textilverarbeitungshelfer/in,mittel,28222
9051,Hut- und Mützenmacher/in,1741,Bekleidungstechniker/in,hoch,28222
9051,Hut- und Mützenmacher/in,9054,Pelztechniker/in,mittel,28222
1741,Bekleidungstechniker/in,9046,Leiter/in - Textilverarbeitung,hoch,28223
1741,Bekleidungstechniker/in,9014,Modedesigner/in,hoch,28223
1741,Bekleidungstechniker/in,9013,Schnittmustermacher/in für Kleidungsstücke,mittel,28223
1741,Bekleidungstechniker/in,1739,Textiltechniker/in,hoch,28223
9026,Segelmacher/in,9046,Leiter/in - Textilverarbeitung,mittel,28232
9026,Segelmacher/in,3010,Rollladen- und Sonnenschutzmechatroniker/in,mittel,28232
9026,Segelmacher/in,9020,Textilverarbeitungshelfer/in,mittel,28232
9026,Segelmacher/in,8999,Maschinenführer/in zur Fertigung von Kleidungsstücken,mittel,28232
9094,Technische/r Konfektionär/in,1739,Textiltechniker/in,mittel,28232
9094,Technische/r Konfektionär/in,9039,Lederwarenhersteller/in,mittel,28232
9094,Technische/r Konfektionär/in,9046,Leiter/in - Textilverarbeitung,mittel,28232
9094,Technische/r Konfektionär/in,3010,Rollladen- und Sonnenschutzmechatroniker/in,hoch,28232
9094,Technische/r Konfektionär/in,9020,Textilverarbeitungshelfer/in,hoch,28232
9045,Polsterer/Polsterin,9046,Leiter/in - Textilverarbeitung,mittel,28242
9045,Polsterer/Polsterin,9094,Technische/r Konfektionär/in,mittel,28242
9045,Polsterer/Polsterin,9020,Textilverarbeitungshelfer/in,hoch,28242
9089,Fahrzeuginnenausstatter/in,2076,Kraftfahrzeugmechatroniker/in,mittel,28242
9089,Fahrzeuginnenausstatter/in,9046,Leiter/in - Textilverarbeitung,mittel,28242
9089,Fahrzeuginnenausstatter/in,9094,Technische/r Konfektionär/in,mittel,28242
9046,Leiter/in - Textilverarbeitung,1741,Bekleidungstechniker/in,hoch,28293
9046,Leiter/in - Textilverarbeitung,9010,Textilproduktionsleiter/in,hoch,28293
9046,Leiter/in - Textilverarbeitung,9014,Modedesigner/in,mittel,28293
9046,Leiter/in - Textilverarbeitung,9055,Leiter/in Leder- und Pelzbearbeitung,mittel,28293
9046,Leiter/in - Textilverarbeitung,9094,Technische/r Konfektionär/in,mittel,28293
9046,Leiter/in - Textilverarbeitung,9026,Segelmacher/in,mittel,28293
9046,Leiter/in - Textilverarbeitung,9045,Polsterer/Polsterin,mittel,28293
9046,Leiter/in - Textilverarbeitung,9089,Fahrzeuginnenausstatter/in,mittel,28293
9048,Lederverarbeitungshelfer/in,9029,Textilhilfsarbeiter/in,hoch,28301
