isco_id,auxco_id,auxco_title,isco_title
9412,9078,Küchenhilfe,Kitchen helpers
5120,9079,Koch/Köchin,Cooks
9411,9079,Koch/Köchin,Fast food preparers
7512,9086,Feinbäcker/in,"Bakers, pastry-cooks and confectionery makers"
8160,9087,Bäckereimaschinenführer/in,Food and related products machine operators
3434,9088,Küchenchef/in,Chefs
1412,9088,Küchenchef/in,Restaurant managers
7534,9089,Fahrzeuginnenausstatter/in,Upholsterers and related workers
7513,9090,Speiseeishersteller/in,Dairy products makers
8160,9090,Speiseeishersteller/in,Food and related products machine operators
9329,9092,Pelzverarbeitungshelfer/in,Manufacturing labourers not elsewhere classified
7533,9094,Technische/r Konfektionär/in,"Sewing, embroidery and related workers"
8160,9096,Mühlenfacharbeiter/in,Food and related products machine operators
3116,9097,Müllereitechniker/in,Chemical engineering technicians
7535,9110,Gerber/in,"Pelt dressers, tanners and fellmongers"
7514,9113,Speisefetthersteller/in,"Fruit, vegetable and related preservers"
8111,9208,Bergmann/-frau,Miners and quarriers
9311,9208,Bergmann/-frau,Mining and quarrying labourers
3117,9208,Bergmann/-frau,Mining and metallurgical technicians
2146,9208,Bergmann/-frau,"Mining engineers, metallurgists and related professionals"
8113,9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",Well drillers and borers and related workers
3117,9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",Mining and metallurgical technicians
2146,9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)","Mining engineers, metallurgists and related professionals"
7542,9210,Sprengbeauftragte/r,Shotfirers and blasters
2149,9210,Sprengbeauftragte/r,Engineering professionals not elsewhere classified
3121,9211,Leiter/in - Berg- und Tagebau,Mining supervisors
1322,9211,Leiter/in - Berg- und Tagebau,Mining managers
8112,9212,Kohleaufbereiter/in,Mineral and stone processing plant operators
9329,9212,Kohleaufbereiter/in,Manufacturing labourers not elsewhere classified
3117,9212,Kohleaufbereiter/in,Mining and metallurgical technicians
8112,9213,Aufbereitungsmechaniker/in,Mineral and stone processing plant operators
9329,9213,Aufbereitungsmechaniker/in,Manufacturing labourers not elsewhere classified
3117,9213,Aufbereitungsmechaniker/in,Mining and metallurgical technicians
8114,9214,Arbeiter/in bei Herstellung von Baustoffen,"Cement, stone and other mineral products machine operators"
9329,9214,Arbeiter/in bei Herstellung von Baustoffen,Manufacturing labourers not elsewhere classified
3112,9215,Baustofftechniker/in,Civil engineering technicians
7113,9216,Steinmetz/in,"Stonemasons, stone cutters, splitters and carvers"
9329,9216,Steinmetz/in,Manufacturing labourers not elsewhere classified
3122,9217,Leiter/in - Baustoffherstellung,Manufacturing supervisors
3122,9218,Steinmetzmeister/in,Manufacturing supervisors
3122,9219,Leiter/in - Gestein- und Mineralienaufbereitung,Manufacturing supervisors
7315,9220,Glasmacher/in,"Glass makers, cutters, grinders and finishers"
8181,9221,Glasmaschinenführer/in,Glass and ceramics plant operators
9329,9221,Glasmaschinenführer/in,Manufacturing labourers not elsewhere classified
3119,9222,Glashüttentechniker/in,Physical and engineering science technicians not elsewhere classified
7315,9223,Glasapparatebauer/in,"Glass makers, cutters, grinders and finishers"
3119,9223,Glasapparatebauer/in,Physical and engineering science technicians not elsewhere classified
7311,9224,Thermometermacher/in,Precision-instrument makers and repairers
7315,9224,Thermometermacher/in,"Glass makers, cutters, grinders and finishers"
7315,9225,Leuchtröhrenglasbläser/in,"Glass makers, cutters, grinders and finishers"
7316,9226,Glasgraveur/in,"Sign writers, decorative painters, engravers and etchers"
8181,9227,Flachglasmechaniker/in,Glass and ceramics plant operators
7315,9228,Glasveredler/in,"Glass makers, cutters, grinders and finishers"
7549,9229,Feinoptiker/in,Craft and related workers not elsewhere classified
3122,9230,Leiter/in - Glasherstellung,Manufacturing supervisors
8181,9231,Industriekeramiker/in,Glass and ceramics plant operators
9329,9231,Industriekeramiker/in,Manufacturing labourers not elsewhere classified
3119,9231,Industriekeramiker/in,Physical and engineering science technicians not elsewhere classified
7314,9232,Keramikmodelleur/in,Potters and related workers
3119,9232,Keramikmodelleur/in,Physical and engineering science technicians not elsewhere classified 
3122,9233,Leiter/in - Keramikfabrik,Manufacturing supervisors
8155,9504,Bediener/in von Lederzurichtungsmaschinen,Fur and leather preparing machine operators
7535,9504,Bediener/in von Lederzurichtungsmaschinen,"Pelt dressers, tanners and fellmongers"
8156,9505,Bediener/in von Maschinen zur Schuhfertigung,Shoemaking and related machine operators
7531,9506,Kürschner/in,"Tailors, dressmakers, furriers and hatters"
3112,1754,Tunnelbautechniker/in,Civil engineering technicians 
9313,1755,Helfer/in - Bodenverlegung,Building construction labourers
9313,1756,Helfer/in - Gebäudeausbau,Building construction labourers
9313,1757,"Helfer/in - Klempnerei, Installation",Building construction labourers
2143,1758,Ingenieur/in - Abfallwirtschaft,Environmental engineers
3112,1775,Bautechniker/in,Civil engineering technicians
3112,1776,Verkehrswegeplaner/in,Civil engineering technicians 
2164,1776,Verkehrswegeplaner/in,Town and traffic planners
3112,1777,Denkmalsanierungsplaner/in,Civil engineering technicians
2161,1777,Denkmalsanierungsplaner/in,Building architects
3112,1778,Hochbauingenieur/in,Civil engineering technicians
2142,1778,Hochbauingenieur/in,Civil engineers
3112,1779,Tiefbauingenieur/in,Civil engineering technicians
2142,1779,Tiefbauingenieur/in,Civil engineers
3112,1780,Straßenbautechniker/in,Civil engineering technicians
2142,1780,Straßenbautechniker/in,Civil engineers
3112,1781,Wasserbauingenieur/in,Civil engineering technicians
2142,1781,Wasserbauingenieur/in,Civil engineers
3112,1782,Gebäudetechniker/in,Civil engineering technicians
2142,1782,Gebäudetechniker/in,Civil engineers
3115,1783,Kälte-Klimatechniker/in,Mechanical engineering technicians
3123,1783,Kälte-Klimatechniker/in,Construction supervisors
2144,1783,Kälte-Klimatechniker/in,Mechanical Engineers
7126,1784,Fernwärmetechniker/in,Plumbers and pipe fitters
3115,1784,Fernwärmetechniker/in,Mechanical engineering technicians
2144,1784,Fernwärmetechniker/in,Mechanical engineers
2143,1785,Wasserwerksingenieur/in,Environmental engineers
3115,1785,Wasserwerksingenieur/in,Mechanical engineering technicians
2142,1786,Rohrnetzingenieur/in,Civil engineers
3112,1786,Rohrnetzingenieur/in,Civil engineering technicians
3132,1787,Organsiator/in - Abfallwirtschaft,Incinerator and water treatment plant operators
9612,1787,Organsiator/in - Abfallwirtschaft,Refuse sorters
2143,1787,Organsiator/in - Abfallwirtschaft,Environmental engineers
9312,1854,Bauhelfer/in,Civil engineering labourers
9313,1854,Bauhelfer/in,Building construction labourers
7126,1856,Gasversorgungstechniker/in,Plumbers and pipe fitters
3115,1856,Gasversorgungstechniker/in,Mechanical engineering technicians
2144,1856,Gasversorgungstechniker/in,Mechanical engineers
9313,3001,Maler- und Lackiererhelfer/in,Building construction labourers 
8219,3010,Rollladen- und Sonnenschutzmechatroniker/in,Assemblers Not Elsewhere Classified
3123,3010,Rollladen- und Sonnenschutzmechatroniker/in,Construction supervisors
7124,3013,Isolierfacharbeiter/in,Insulation workers 
3123,3013,Isolierfacharbeiter/in,Construction supervisors
7125,3017,Glaser/in,Glaziers
3123,3017,Glaser/in,Construction supervisors
7131,3023,Maler/in und Lackierer/in,Painters and related workers 
7121,3024,Bauwerksabdichter/in,Roofers
2142,5246,Bauingenieur/in,Civil engineers
2164,5246,Bauingenieur/in,Town and traffic planners
2161,5252,Architekt/in,Building architects
2142,5254,Bausachverständiger/in,Civil engineers
2263,5255,Baubiologe/ -biologin,Environmental and occupational health and hygiene professionals
3123,5257,Leiter/in - Bauplanung,Construction supervisors
1323,5257,Leiter/in - Bauplanung,Führungskräfte in der Produktion im Bau
3112,5260,Vermessungstechniker/in oder -ingeneur/in,Civil engineering technicians
2165,5260,Vermessungstechniker/in oder -ingeneur/in,Cartographers and surveyors
3118,5261,Kartograf/in,Draughtspersons
2165,5261,Kartograf/in,Cartographers and surveyors
7112,5262,Maurer/in,Bricklayers and related workers
3123,5262,Maurer/in,Construction supervisors
7112,5263,Restaurator/in - Maurerhandwerk,Bricklayers and related workers
7112,5264,Feuerungs- und Schornsteinbauer/in,Bricklayers and related workers
7111,5265,Fassadenmonteur/in,House builders
8342,5268,Straßenbauer/in,Earthmoving and related plant operators
8342,5271,Gleisbauer/in,Earthmoving and related plant operators
3112,5272,Gleisbautechniker/in,Civil engineering technicians
7122,5273,Restaurator/in - Parkettlegerhandwerk,Floor layers and tile setters
3112,5274,Brunnenbautechniker/in,Civil engineering technicians
8342,5275,Kanalbauer/in,Earthmoving and related plant operators
8342,5276,Tunnelbauer/in,Earthmoving and related plant operators
3112,5277,Kanalmeister/in,Civil engineering technicians
8342,5278,Bodenkulturbauarbeiter/in,Earthmoving and related plant operators
2164,5279,Ingenieur/in - Stadt- und Regionalplanung,Town and traffic planners
3112,5280,Denkmaltechnische/r Assistent/in,Civil engineering technicians 
3112,5281,Baukontrolleur/in,Civil engineering technicians
7114,5282,Beton- und Stahlbetonbauer/in,"Concrete placers, concrete finishers and related workers"
3112,5282,Beton- und Stahlbetonbauer/in,Civil engineering technicians 
7121,5283,Dachdecker/in,Roofers 
7119,5284,Bauwerksmechaniker/in - Abbruch und Betontrenntechnik,Building frame and related trades workers not elsewhere classified
7112,5285,Pflasterer/ Pflasterin,Bricklayers and related workers 
8113,5286,Brunnenbauer/in,Well drillers and borers and related workers
7122,5287,"Fliesen-, Platten- und Mosaikleger/in",Floor layers and tile setters
7114,5288,Estrich- und Terrazzoleger/in,"Concrete placers, concrete finishers and related workers"
7122,5289,Parkettleger/in,Floor layers and tile setters
7115,5292,Zimmerer/Zimmerin,Carpenters and joiners
3123,5292,Zimmerer/Zimmerin,Construction supervisors
7115,5293,Bautischler/in,Carpenters and joiners
3123,5293,Bautischler/in,Construction supervisors
7127,5294,Kälteanlagenbauer/in,Air conditioning and refrigeration mechanic
3123,5294,Kälteanlagenbauer/in,Construction supervisors
7126,5295,Rohrleitungsbauer/in,Plumbers and pipe fitters 
7126,5297,Gas- und Wasserinstallateur/in,Plumbers and pipe fitters
3123,5297,Gas- und Wasserinstallateur/in,Construction supervisors
9313,5297,Gas- und Wasserinstallateur/in,Building construction labourers
3112,5297,Gas- und Wasserinstallateur/in,Civil engineering technicians
7122,5298,Bodenleger/in,Floor layers and tile setters
9313,5298,Bodenleger/in,Building construction labourers
3123,5301,Vorarbeiter/in- Tiefbau,Construction supervisors
3123,5302,Bodenlegermeister/in,Construction supervisors
7131,5303,Restaurator/in - Maler- und Lackiererhandwerk,Painters and related workers
7123,5304,Stuckateur/in,Plasterers
7123,5305,Restaurator/in - Stuckateurhandwerk,Plasterers
3112,5311,Bauabdichtungstechniker/in,Civil engineering technicians
7544,5312,Holz- und Bautenschützer/in,Fumigators and other pest and weed controllers
3112,5313,Holz- und Bautenschutztechniker/in,Civil engineering technicians
3123,5314,"Handwerksmeister/in - Maler-, Lackier- und Stuckateurarbeiten",Construction supervisors
3123,5315,Meister/in - Holz- und Bautenschutzgewerbe bzw. Abdichtungsarbeiten,Construction supervisors
7123,5316,Trockenbauer/in,Plasterers
3123,5316,Trockenbauer/in,Construction supervisors
9313,5316,Trockenbauer/in,Building construction labourers
3112,5317,Ausbautechniker/in,Civil engineering technicians
3123,5317,Ausbautechniker/in,Construction supervisors
7115,5318,Restaurator/in - Zimmererhandwerk,Carpenters and joiners
3123,5318,Restaurator/in - Zimmererhandwerk,Construction supervisors
5153,5319,Hausmeister/in,Building caretakers
5153,5322,Gerätewart/in,Building caretakers
5153,5323,Gemeindearbeiter/in,Building caretakers
5153,5324,Platzwart/in,Building caretakers
5153,5325,Schulassistent/in,Building caretakers
3112,5326,Industriemeister/in - Gebäudetechnik,Civil engineering technicians
7126,5327,Klempner/in,Plumbers and pipe fitters
3123,5327,Klempner/in,Construction supervisors
9313,5327,Klempner/in,Building construction labourers
3112,5328,Blechverarbeitungstechniker/in,Civil engineering technicians
3123,5328,Blechverarbeitungstechniker/in,Construction supervisors
3112,5329,"Anlagentechniker/in- Sanitär-, Heizungs- und Klimatechnik",Civil engineering technicians
3123,5329,"Anlagentechniker/in- Sanitär-, Heizungs- und Klimatechnik",Construction supervisors
2142,5330,Ingenieur/in – Klimasystemtechnik,Civil engineers
3123,5330,Ingenieur/in – Klimasystemtechnik,Construction supervisors
7112,5331,Ofen- und Luftheizungsbauer/in,Bricklayers and related workers
3123,5331,Ofen- und Luftheizungsbauer/in,Construction supervisors
9613,5332,Straßenreiniger/in,Sweepers and related labourers
9611,5333,Müllmann/Müllfrau,Garbage and recycling collectors
3132,5337,Ver- und Entsorger/in - Wasserversorgung,Incinerator and water treatment plant operators
7213,5345,Anlagenmechaniker/in,Sheet metal workers
3115,5346,Anlagenbautechniker/in,Mechanical engineering technicians
2144,5346,Anlagenbautechniker/in,Mechanical engineers
7111,5350,Hochbauarbeiter/in,House builders
9313,5350,Hochbauarbeiter/in,Building construction labourers
2142,5351,Statiker/in,Civil engineers
3122,5355,Leiter/in - Anlagenbau,Manufacturing supervisors
3123,5356,Leiter/in - Leitungsbau,Construction supervisors
3132,5357,Leiter/in - Wasserversorgung und -entsorgung,Incinerator and water treatment plant operators
3119,5358,Leiter/in - Abfallentsorgung und Städtereinigung,Physical and engineering science technicians not elsewhere classified 
3123,5400,Polier/in im Hochbau,Construction supervisors
7119,5401,Gerüstbauer/in,Building frame and related trades workers not elsewhere classified
3112,5402,Baukalkulator/in,Civil engineering technicians
2149,5402,Baukalkulator/in,Engineering Professionals Not Elsewhere Classified
3112,5403,Bauplaner/in für wasserwirtschaftliche Anlagen,Civil engineering technicians
2142,5403,Bauplaner/in für wasserwirtschaftliche Anlagen,Civil engineers
7114,9401,Spezialtiefbauer/in,"Concrete placers, concrete finishers and related workers"
2143,1759,Leiter/in - Umweltschutztechnik,Environmental engineers
2514,1770,ERP-Anwendungsentwickler,Applications programmers
2512,1770,ERP-Anwendungsentwickler,Software developers
2529,1771,IT-Sicherheitstechniker/in,Database and network professionals not elsewhere classified
3513,1772,IT-Netzwerktechniker/in,Computer network and systems technicians
2523,1772,IT-Netzwerktechniker/in,Computer network professionals
3257,1773,Strahlenschutzbeauftragte/r,Environmental and occupational health inspectors and associates
2263,1773,Strahlenschutzbeauftragte/r,Environmental and occupational health and hygiene professionals
3257,1774,"Gewässer-, Abfall- und Immissionsschutzbeauftragte/r",Environmental and occupational health inspectors and associates
2133,1774,"Gewässer-, Abfall- und Immissionsschutzbeauftragte/r",Environmental protection professionals
2120,1788,Mathematiker/in,"Mathematicians, actuaries and statisticians"
3141,1789,Biologisch-Technische/r Laborleiter/in,Life science technicians (excluding medical)
1349,1789,Biologisch-Technische/r Laborleiter/in,Professional services managers not elsewhere classified
2113,1790,Chemiker/in,Chemists
8131,1791,Chemikant/in / Pharmakant/in,Bediener von Anlagen und Maschinen für chemische Erzeugnisse
3116,1791,Chemikant/in / Pharmakant/in,Chemical engineering technicians
1349,1792,Laborleiter/in in der Chemie,Professional services managers not elsewhere classified
3122,1792,Laborleiter/in in der Chemie,Manufacturing supervisors
2111,1793,Physiker/in,Physicists and astronomers
3111,1794,Werkstoffprüfer/in,Chemical and Physical Science Technicians
3112,1795,Baustoffprüfer/in,Civil engineering technicians
3122,1796,"Laborleiter/in - Physik, Werk- und Baustoffprüfung",Manufacturing supervisors
1349,1796,"Laborleiter/in - Physik, Werk- und Baustoffprüfung",Professional services managers not elsewhere classified
3111,1797,Geologielaborant/in,Chemical and physical science technicians
3111,1798,Meteorologe/Meteorologin,Chemical and physical science technicians
2112,1798,Meteorologe/Meteorologin,Meteorologists
2143,1799,Umweltschutzingenieur/in,Environmental engineers
3119,1799,Umweltschutzingenieur/in,Physical and engineering science technicians not elsewhere classified
3122,1800,Produktionsleiter/in in der Chemie,Manufacturing supervisors
1321,1800,Produktionsleiter/in in der Chemie,Manufacturing Managers
3141,4001,Biologisch-Technische/r Assistent/in,Biotechniker (ohne medizinische Fachberufe)
3141,4002,Biotechniker/in,Biotechniker (ohne medizinische Fachberufe)
3212,4003,Fachkraft für medizinisch-biologische Präparation,Medizintechniker im Bereich Labor und Pathologie
2131,4004,"Biologe/Biologin, Fachgebiet Ökologie","Biologen, Botaniker, Zoologen und verwandte Berufe"
2131,4005,"Biologe/Biologin, Fachgebiet Botanik","Biologen, Botaniker, Zoologen und verwandte Berufe"
2131,4006,"Biologe/Biologin, Fachgebiet Zoologie","Biologen, Botaniker, Zoologen und verwandte Berufe"
2131,4007,Mikrobiologe/-biologin,"Biologen, Botaniker, Zoologen und verwandte Berufe"
2131,4008,Humanbiologe/-biologin,"Biologen, Botaniker, Zoologen und verwandte Berufe"
9329,4009,Hilfskraft in der Chemieindustrie,"Hilfsarbeiter bei der Herstellung von Waren, anderweitig nicht genannt"
2145,4012,Ingenieur/in - Chemietechnik,Chemieingenieure
3111,4013,Chemisch-Technische/r Assistent/in,Chemo- und Physikotechniker
3111,4014,Chemische/r Laboratorium-Spezialist/in,Chemo- und Physikotechniker
2145,4014,Chemische/r Laboratorium-Spezialist/in,Chemieingenieure
3133,4015,Steuer(er/in) - chemische Verfahrensanlagen,Steuerer von chemischen Verfahrensanlagen
3134,4016,Steuer(er/in) - Erdöl- und Erdgasraffinationsanlagen,Steuerer von Erdöl- und Erdgasraffinationsanlagen
3111,4017,Physikalisch-Technische/r Assistent/in,Chemical and physical science technicians
3111,4018,Physik-Techniker/in,Chemical and physical science technicians
2149,4019,Physik-Ingenieur/in,Engineering professionals not elsewhere classified
2149,4022,Werkstofftechnik-Ingenieur/in,Engineering professionals not elsewhere classified
2142,4025,Baustoffingenieur/in,Civil engineers
2142,4028,Geotechnikingenieur/in - Bau,Civil engineers
2114,4029,Geologe/Geologin,Geologists and geophysicists
2632,4030,Geograph/in,"Sociologists, anthropologists and related professionals"
2511,4035,Betriebsinformatiker/in,Systems analysts
2512,4035,Betriebsinformatiker/in,Software developers
2513,4035,Betriebsinformatiker/in,Web and Multimedia Developers
2514,4035,Betriebsinformatiker/in,Application Programmers
2521,4035,Betriebsinformatiker/in,Database Designers and Administrators
2522,4035,Betriebsinformatiker/in,Systems Administrators
2523,4035,Betriebsinformatiker/in,Computer Network Professionals
2511,4037,Technische/r Informatiker/in,Systems analysts
2512,4037,Technische/r Informatiker/in,Software developers
2152,4037,Technische/r Informatiker/in,Electronics engineers
2514,4037,Technische/r Informatiker/in,Application Programmers
3513,4037,Technische/r Informatiker/in,Computer network and systems technicians
3511,4037,Technische/r Informatiker/in,Information and communications technology operations technicians
2523,4037,Technische/r Informatiker/in,Computer Network Professionals
2511,4038,Informatiker/in,Systems analysts
3512,4038,Informatiker/in,Information and communications technology user support technicians
3513,4038,Informatiker/in,Computer network and systems technicians
3514,4038,Informatiker/in,Web technicians
2512,4038,Informatiker/in,Software developers
2514,4038,Informatiker/in,Application Programmers
2521,4038,Informatiker/in,Database Designers and Administrators
2522,4038,Informatiker/in,Systems Administrators
2523,4038,Informatiker/in,Computer Network Professionals
2512,4040,Bioinformatiker/in,Software developers
2511,4040,Bioinformatiker/in,Systems analysts
2512,4041,Medizininformatiker/in,Software developers
2511,4041,Medizininformatiker/in,Systems analysts
2521,4041,Medizininformatiker/in,Database Designers and Administrators
2512,4042,Geoinformatiker/in,Software developers
2511,4042,Geoinformatiker/in,Systems analysts
2521,4042,Geoinformatiker/in,Database Designers and Administrators
2513,4043,Medieninformatiker/in,Web and Multimedia Developers
2512,4043,Medieninformatiker/in,Software developers
2514,4043,Medieninformatiker/in,Application Programmers
2521,4043,Medieninformatiker/in,Database Designers and Administrators
3514,4043,Medieninformatiker/in,Web technicians
2511,4046,IT-Systemanalytiker/in,Systems analysts
3512,4047,Techniker/in im IT-Kundensupport,Information and communications technology user support technicians
2511,4048,IT-Berater/in,Systems analysts
3512,4048,IT-Berater/in,Information and communications technology user support technicians
2434,4049,IT-System-Kaufmann/ -frau,Information and communications technology sales professionals
2519,4052,IT-Qualitätssicherer/in,Software and applications developers and analysts not elsewhere classified
3511,4053,EDV Operator/in,Information and communications technology operations technicians
2522,4054,System-/ Netzwerkadministrator/in,Systems administrators
2521,4055,Datenbankentwickler/in /-administrator/in,Database designers and administrators
3514,4056,Webadministrator/in,Web technicians
2512,4061,Softwareentwickler/in,Software developers
2514,4062,Organisationsprogrammierer/in,Applications programmers
2114,4100,Geotechnikingenieur/in - Erkundungs- und Rohstoffgeologie,Geologists and geophysicists
2120,4202,Statistiker/in,"Mathematicians, actuaries and statisticians"
2120,4203,Biomathematiker/in,"Mathematicians, actuaries and statisticians"
2120,4204,Computer-/ Technomathematiker/in,"Mathematicians, actuaries and statisticians"
2120,4205,Wirtschaftsmathematiker/in / Aktuar/in,"Mathematicians, actuaries and statisticians"
1349,4206,Mathe- und Statistik Abteilungsleiter/in,Professional services managers not elsewhere classified
2131,4210,Molekularbiologe/-biologin,"Biologists, botanists, zoologists and related professionals"
2131,4212,Genetiker/in,"Biologists, botanists, zoologists and related professionals"
2113,4213,Biochemiker/in,Chemists
2149,4214,Bioniker/in,Engineering professionals not elsewhere classified
2113,4219,Chemiker/in mit spezifischem Fachgebiet,Chemists
3111,4224,Fachkraft für physikalische Messgeräte und Apparaturen,Chemical and physical science technicians
3111,4225,Messtechniker/in - Strahlenbelastung und physikalische Größen,Chemical and physical science technicians
2111,4226,Akustiker/in,Physicists and astronomers
2111,4227,Astrophysiker/in,Physicists and astronomers
2111,4228,Biophysiker/in,Physicists and astronomers
2111,4229,Kernphysiker/in,Physicists and astronomers
2111,4230,Medizinphysiker/in,Physicists and astronomers
2111,4231,Wirtschaftsphysiker/in,Physicists and astronomers
3119,4234,Umweltschutztechnische/r Assistent/in,Physical and engineering science technicians not elsewhere classified
7133,4237,Schornsteinfeger/in,Building structure cleaners
7133,4239,Schornsteinfegermeister/in,Fassadenreiniger und Schornsteinfeger/Rauchfangkehrer
4110,4240,Betriebsassistent/in - Umweltschutz,General office clerks
2133,4242,Umweltschutzbeauftragte/r,Environmental protection professionals
2143,4243,Beamt(er/in) - Umweltverwaltung (höh. techn. Dienst),Environmental engineers
2263,4246,Störfallbeauftragte/r,Environmental and occupational health and hygiene professionals
2263,4248,Dekontaminateur/in,Environmental and occupational health and hygiene professionals
1349,4249,Leiter/in – Sachverständigenbüro für Umweltfragen,Professional services managers not elsewhere classified
1330,4250,Leiter/in - Informatik und Informationsmanagement,Information and communications technology service managers
1330,4251,Leiter/in - IT-Vertrieb und -Anwendungsberatung,Information and communications technology service managers
1330,4252,IT-Projektleiter/in,Information and communications technology service managers
1330,4253,Software-Projektleiter/in,Information and communications technology service managers
3119,4254,Energieberater/in,Physical and engineering science technicians not elsewhere classified
3119,4255,Abfall- und Umweltberater/in,Physical and engineering science technicians not elsewhere classified
2421,4700,Klimaschutzmanager/in,Management and organization analysts
3433,4999,Fachkraft für Präparation in naturkundlichen Museen,"Fachkräfte in Kunstgalerien, Museen und Bibliotheken"
4221,1000,Schalterangestellte/r - Flughafen,Travel consultants and clerks
5111,1001,Steward/Stewardess (Flugzeug),Travel attendants and travel stewards
9621,1004,Postzusteller/in,"Messengers, package deliverers and luggage porters"
4412,1004,Postzusteller/in,Mail carriers and sorting clerks
4321,1005,Lagerleiter/in,Stock clerks
1324,1005,Lagerleiter/in,"Supply, distribution and related managers"
4323,1006,Verladeaufseher/in,Transport clerks
8350,1743,Matrose/Matrosin,Ships' deck crews and related workers
3151,1743,Matrose/Matrosin,Ships' engineers
3155,1744,Flugsicherungstechniker/in,Air traffic safety electronics technicians
2152,1744,Flugsicherungstechniker/in,Electronics engineers
8343,1745,Wasserstraßenverkehrswart/in,"Crane, hoist and related plant operators"
3112,1745,Wasserstraßenverkehrswart/in,Civil engineering technicians
3119,1746,Betriebs- und Verkehrstechniker/in,Physical and engineering science technicians not elsewhere classified
2164,1746,Betriebs- und Verkehrstechniker/in,Town and traffic planners
4323,1760,Klarierungsagent/in,Transport clerks
3411,1761,Detektiv/in (Einzelhandel),Legal and related associate professionals
3354,1762,Fahrprüfer/in,Government licensing officials
5419,1763,Aufsichtsleiter/in - Badeaufsicht,Protective services workers not elsewhere classified
9112,1764,"Fahrzeugpfleger/in (Schiffe, Flugzeuge, Züge)","Cleaners and helpers in offices, hotels and other establishments"
9122,1764,"Fahrzeugpfleger/in (Schiffe, Flugzeuge, Züge)",Vehicle cleaners
9333,5001,Lagerarbeiter/in,Freight handlers
4321,5001,Lagerarbeiter/in,Stock clerks
4321,5002,Fachkraft - Lagerlogistik,Stock clerks
4321,5005,Fachkraft - Hafenlogistik,Stock clerks
4323,5010,Fahrbetriebsregler/in (Straßenverkehr),transport clerks
1324,5010,Fahrbetriebsregler/in (Straßenverkehr),"Supply, distribution and related managers"
8312,5011,Eisenbahnbetriebsregler/in,"Railway brake, signal and switch operators "
1324,5011,Eisenbahnbetriebsregler/in,"Supply, distribution and related managers"
9333,5012,Hafenarbeiter/in,Freight handlers
8183,5013,Abpackmaschinenbediener/in,"Packing, bottling and labelling machine operators "
4323,5014,Ramp-Agent,Transport clerks
1324,5014,Ramp-Agent,"Supply, distribution and related managers"
3154,5015,Fluglotse/in,Air traffic controllers
1324,5015,Fluglotse/in,"Supply, distribution and related managers"
2149,5016,Flugunfalluntersucher/in,Engineering professionals not elsewhere classified
1324,5016,Flugunfalluntersucher/in,"Supply, distribution and related managers"
3152,5017,Schiffslotse/-lotsin,Ships' deck officers and pilots
1324,5017,Schiffslotse/-lotsin,"Supply, distribution and related managers"
3119,5018,Gefahrgutbeauftragte/r,Physical and engineering science technicians not elsewhere classified
1324,5018,Gefahrgutbeauftragte/r,"Supply, distribution and related managers"
2433,5022,Verkehrsbetriebswirt/in,Technical and Medical Sales Professionals (excluding ICT)
3322,5022,Verkehrsbetriebswirt/in,Commercial Sales Representatives
4323,5023,Fachwirt/in - Personen- und Reiseverkehr,Transport clerks
2421,5024,Betriebswirt/in im Verkehrsmanagement,Management and organization analysts
4323,5025,Kaufmann/-frau für Spedition und Logistikdienstleistungen,Transport clerks
3331,5025,Kaufmann/-frau für Spedition und Logistikdienstleistungen,Clearing and forwarding agents
2421,5025,Kaufmann/-frau für Spedition und Logistikdienstleistungen,Management and organization analysts
3331,5026,Sachbearbeiter/in für die Erstellung von Zollpapieren,Clearing and forwarding agents
4321,5028,Kommissionierer/in,stock clerks
9333,5028,Kommissionierer/in,Freight handlers
2421,5029,Logistikmanager/in,Management and organization analysts
4323,5030,Bahnbetriebskoordinator/in,Bürokräfte in der Transportwirtschaft und verwandte Berufe
4323,5031,Disponent/in für Eisenbahn und Straßenverkehr,Transport clerks
4323,5035,Schifffahrtskaufmann/-frau,Transport clerks
3324,5036,Schiffsmakler/in,Trade brokers
4211,5037,"Kaufmann/-frau - Kurier-, Express- u. Postdienstleistungen",Bank tellers and related clerks
4323,5038,Postbeamt(er/in),Transport clerks
1324,5039,Logistikleiter/in,"Supply, distribution and related managers"
9312,5040,Straßenwärter/in,Civil engineering labourers
8322,5041,Taxifahrer/in,"Car, taxi and van drivers"
8332,5042,Kraftfahrer/in,Heavy truck and lorry drivers
8311,5043,U-Bahnfahrer/in,Locomotive engine drivers
8331,5044,Bus - bzw. Straßenbahnfahrer/in,Bus and tram drivers
8322,5045,Lieferwagenfahrer/in,"Car, taxi and van drivers"
8311,5046,Lokführer/in,Locomotive engine drivers
3153,5047,Pilot/in,Aircraft pilots and related associate professionals
3153,5049,"Luftfahrzeugführer/in - Hubschrauber, Heißluftballons, Luftschiffe",Aircraft pilots and related associate professionals
3153,5050,Checkkapitän/in,Aircraft pilots and related associate professionals
3152,5051,Nautische/r Schiffsoffizier/in,Ships' deck officers and pilots
3152,5052,Kapitän/in,Ships' deck officers and pilots
3152,5053,Binnenschiffsführer/in,Ships' deck officers and pilots
