kldb_id,auxco_id,auxco_title,kldb_title
26222,2101,Elektromaschinenbauer/in,Berufe in der Elektromaschinentechnik - fachlich ausgerichtete Tätigkeiten
26223,2102,Elektromaschinenbauer/in - Optimierung,Berufe in der Elektromaschinentechnik - komplexe Spezialistentätigkeiten
26233,2104,Kraftwerker/in,Berufe in der Energie- und Kraftwerkstechnik - komplexe Spezialistentätigkeiten
26232,2104,Kraftwerker/in,Berufe in der Energie- und Kraftwerkstechnik - fachlich ausgerichtete Tätigkeiten
26234,2105,Kraftwerksingenieur/in,Berufe in der Energie- und Kraftwerkstechnik - hoch komplexe Tätigkeiten
26242,2106,Technische/r Assistent/in für regenerative Energietechnik,Berufe in der regenerativen Energietechnik - fachlich ausgerichtete Tätigkeiten
26252,2109,Betriebselektriker/in,Berufe in der elektrischen Betriebstechnik - fachlich ausgerichtete Tätigkeiten
26253,2109,Betriebselektriker/in,Berufe in der elektrischen Betriebstechnik - komplexe Spezialistentätigkeiten
26262,2111,Kabelmonteur/in,Berufe in der Leitungsinstallation und -wartung - fachlich ausgerichtete Tätigkeiten
26301,2114,Elektrohelfer/in,Berufe in der Elektrotechnik (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten
26302,2115,Elektromechaniker/in,Berufe in der Elektrotechnik (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten
26312,2118,Informations- und Kommunikationselektroniker/in,Berufe in der Informations- und Telekommunikationstechnik - fachlich ausgerichtete Tätigkeiten
24193,2121,Metall- und Glockengießermeister/in,Aufsichtskräfte - Metallerzeugung
24293,2122,Leiter/in - Metallbearbeitung,Aufsichtskräfte - Metallbearbeitung
24393,2123,Galvaniseurmeister/in,Aufsichtskräfte - Metalloberflächenbehandlung
25193,2124,Instandhaltungsleiter/in,Aufsichtskräfte - Maschinenbau- und Betriebstechnik
25194,2124,Instandhaltungsleiter/in,Führungskräfte - Maschinenbau- und Betriebstechnik
25293,2126,Leiter/in Fahrzeugtechnik,"Aufsichtskräfte - Fahrzeug-, Luft-, Raumfahrt- und Schiffbautechnik"
25294,2126,Leiter/in Fahrzeugtechnik,"Führungskräfte - Fahrzeug-, Luft-, Raumfahrt- und Schiffbautechnik"
26193,2128,Mechatronikermeister/in,Aufsichtskräfte - Mechatronik und Automatisierungstechnik
26293,2129,Leiter/in - Energietechnik,Aufsichtskräfte - Energietechnik
26393,2130,Leiter/in - Elektrotechnik,Aufsichtskräfte - Elektrotechnik
26322,2131,Mikrotechnologe/-technologin,Berufe in der Mikrosystemtechnik - fachlich ausgerichtete Tätigkeiten
26332,2134,Bordelektroniker/in,"Berufe in der Luftverkehrs-, Schiffs- und Fahrzeugelektronik - fachlich ausgerichtete Tätigkeiten"
26384,2139,Optoelektronikingenieur/in,Berufe in der Elektrotechnik (sonstige spezifische Tätigkeitsangabe) - hoch komplexe Tätigkeiten
27183,2143,Wehrtechniker/in,Berufe in der technischen Forschung und Entwicklung (sonstige spezifische Tätigkeitsangabe) - komplexe Spezialistentätigkeiten
27182,2143,Wehrtechniker/in,Berufe in der technischen Forschung und Entwicklung (sonstige spezifische Tätigkeitsangabe) - fachlich ausgerichtete Tätigkeiten
27184,2143,Wehrtechniker/in,Berufe in der technischen Forschung und Entwicklung (sonstige spezifische Tätigkeitsangabe) - hoch komplexe Tätigkeiten
27184,2144,Patentingenieur/in,Berufe in der technischen Forschung und Entwicklung (sonstige spezifische Tätigkeitsangabe) - hoch komplexe Tätigkeiten
27194,2145,Entwicklungsleiter/in,Führungskräfte - Technische Forschung und Entwicklung
27212,2146,Technische/r Zeichner/in,Technische Zeichner/innen - fachlich ausgerichtete Tätigkeiten
27232,2149,Modellbauer/in,Berufe im Modellbau - fachlich ausgerichtete Tätigkeiten
27282,2150,Sportgerätebauer/in,"Technisches Zeichnen, Konstruktion und Modellbau (sonstige spezifische Tätigkeitsangabe) - fachlich ausgerichtete Tätigkeiten"
27283,2151,Normentechniker/in,"Technisches Zeichnen, Konstruktion und Modellbau (sonstige spezifische Tätigkeitsangabe) - komplexe Spezialistentätigkeiten"
27284,2152,Sportingenieur/in,"Technisches Zeichnen, Konstruktion und Modellbau (sonstige spezifische Tätigkeitsangabe) - hoch komplexe Tätigkeiten"
27294,2154,"Leiter/in - Technische Zeichnung, Konstruktion und Modellbau","Führungskräfte - Technisches Zeichnen, Konstruktion und Modellbau"
27293,2154,"Leiter/in - Technische Zeichnung, Konstruktion und Modellbau","Aufsichtskräfte - Technisches Zeichnen, Konstruktion und Modellbau"
27393,2155,Leiter/in - Technische Produktionssteuerung und Qualitätssicherung,Aufsichtskräfte - Technische Produktionsplanung und -steuerung
27394,2155,Leiter/in - Technische Produktionssteuerung und Qualitätssicherung,Führungskräfte - Technische Produktionsplanung und -steuerung
27302,2157,Fertigungstechnische/r Assistent/in,Berufe in der technischen Produktionsplanung und -steuerung - fachlich ausgerichtete Tätigkeiten
27303,2158,Fertigungstechniker/in,Berufe in der technischen Produktionsplanung und -steuerung - komplexe Spezialistentätigkeiten
27304,2159,Produktionsingenieur/in,Berufe in der technischen Produktionsplanung und -steuerung - hoch komplexe Tätigkeiten
27312,2160,Qualitätskontrolleur/in,Berufe in der technischen Qualitätssicherung - fachlich ausgerichtete Tätigkeiten
22101,5177,Produktionshelfer/in – Kunststoff und Kautschuk,"Kunststoff-,Kautschukherst. (oS.)-Helfer"
22102,5178,Verfahrensmechaniker/in - Kunststofftechnik,Berufe in der Kunststoff- und Kautschukherstellung (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten
22102,5179,Verfahrensmechaniker/in - Kautschuktechnik,Berufe in der Kunststoff- und Kautschukherstellung (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten
22112,5183,Mechaniker/in - Reifen und Vulkanisation,Berufe in der Reifen- und Vulkanisationstechnik - fachlich ausgerichtete Tätigkeiten
22193,5184,Industriemeister/in - Kunststoff und Kautschuk,"Aufsicht-Kunststoff,Kautschukher,verarb."
22201,5185,Lackiererhelfer/in,"Farb-, Lacktechnik (o.S.) - Helfer"
22202,5186,Lackierer/in,Berufe in der Farb- und Lacktechnik (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten
22203,5187,Farb- und Lacktechniker/in,"Farb-, Lacktechnik (o.S.) - Spezialist"
22204,5188,Farb- und Lackingenieur/in,"Farb-, Lacktechnik (o.S.) - Experte"
22212,5189,Fahrzeuglackierer/in,Fahrzeuglackierung - Fachkraft
22222,5190,Lacklaborant/in,Lacklaboratorium - Fachkraft
22293,5191,Lackierermeister/in,"Aufsicht - Farb-, Lacktechnik"
22301,5192,Helfer/in - Holz und Flechtwaren,"Holzbe-, -verarbeitung (o.S.) - Helfer"
22302,5193,Holzbearbeitungsmechaniker/in,"Holzbe-,-verarbeitung (o.S.) - Fachkraft"
22303,5194,Holztechniker/in,"Holzbe-,-verarbeitung(o.S.) - Spezialist"
22304,5195,Holzingenieur/in,Berufe in der Holzbe- und -verarbeitung (ohne Spezialisierung) - hoch komplexe Tätigkeiten
22312,5196,Holz- und Korktrockner/in und –imprägnierer/in,"Holztrocknung,-konservierung - Fachkraft"
22322,5197,Sägewerker/in,"Prod. Holzwerkstoffe,-bauteile-Fachkraft"
22332,5198,Holzmechaniker/in,Prod. Fertigprodukte aus Holz -Fachkraft
22333,5199,Holztechniker/in – Automatisierungstechnik,Prod. Fertigprodukte aus Holz-Spezialist
22342,5200,Tischler/in,"Holz-, Möbel-, Innenausbau - Fachkraft"
22343,5201,Restaurator/in - Möbel und Holzobjekte,"Holz-, Möbel-, Innenausbau - Spezialist"
22343,5202,Techniker/in - Holz- und Möbelbau,"Holz-, Möbel-, Innenausbau - Spezialist"
22352,5203,Bürsten- und Pinselmacher/in,"Flechtwerk,Bürste,Pinselmacher-Fachkraft"
22352,5204,Flechtwarenmacher/in,"Flechtwerk,Bürste,Pinselmacher-Fachkraft"
22382,5205,Wagner/in,"Holzbe-, -verarbeitung (ssT) - Fachkraft"
22382,5206,Böttcher/in,"Holzbe-, -verarbeitung (ssT) - Fachkraft"
22393,5208,Handwerksmeister/in - Holz,"Aufsicht - Holzbe-, -verarbeitung"
23101,5210,Papierverarbeitungshelfer/in,"Papier-,Verpackungstechnik (oS) - Helfer"
23112,5211,Papiertechnologe/-technologin,Papierherstellung - Fachkraft
23113,5212,Techniker/in - Papiertechnik,Papierherstellung - Spezialist
23114,5213,Papieringenieur/in,Papierherstellung - Experte
23122,5214,Packmitteltechnologe/-technologin,"Papierverarb,Verpackungstechn.-Fachkraft"
23123,5215,Lebensmittelverpackungstechniker/in,Berufe in der Papierverarbeitung und Verpackungstechnik - komplexe Spezialistentätigkeiten
23123,5216,Mustermacher/in - Verpackungsmittelherstellung,Berufe in der Papierverarbeitung und Verpackungstechnik - komplexe Spezialistentätigkeiten
23124,5217,Verpackungsingenieur/in,Berufe in der Papierverarbeitung und Verpackungstechnik - hoch komplexe Tätigkeiten
23193,5218,Industriemeister/in - Papiererzeugung,Aufsichtskräfte - Papier- und Verpackungstechnik
23222,5219,Grafikdesigner/in,"Berufe im Grafik-, Kommunikations- und Fotodesign - fachlich ausgerichtete Tätigkeiten"
23223,5219,Grafikdesigner/in,"Berufe im Grafik-, Kommunikations- und Fotodesign - komplexe Spezialistentätigkeiten"
23224,5219,Grafikdesigner/in,"Grafik-Kommunikat.,Fotodesign-Experte"
23223,5220,Video- und Game-Designer/in,"Berufe im Grafik-, Kommunikations- und Fotodesign - komplexe Spezialistentätigkeiten"
23223,5221,Informationsarchitekt/in,"Berufe im Grafik-, Kommunikations- und Fotodesign - komplexe Spezialistentätigkeiten"
23212,5222,Mediengestalter/in - Digital und Print,"Digital-,Printmediengestaltung-Fachkraft"
23213,5222,Mediengestalter/in - Digital und Print,"Digital,Printmediengestaltung-Spezialist"
23293,5224,Art-Direktor/in,Aufsichtskräfte - Technische Mediengestaltung
23294,5224,Art-Direktor/in,Führungskräfte - Technische Mediengestaltung
23312,5229,Fotolaborant/in,Fototechnik - Fachkraft
23313,5230,Foto- und Medientechniker/in,Fototechnik - Spezialist
23314,5231,Ingenieur - Foto und Medientechnik,Fototechnik - Experte
23393,5232,Fotografenmeister/in,Aufsicht - Fototechnik und Fotografie
23322,5233,Fotograf/in,Fotografie - Fachkraft
23411,5234,Drucker/in,Drucktechnik - Helfer
23412,5234,Drucker/in,Drucktechnik - Fachkraft
23422,5237,Buchbinder/in,"Buchbinderei,Druckweiterverarb-Fachkraft"
23423,5238,Buchrestaurator/in,"Buchbinderei,Druckweiterver.-Spezialist"
23224,5240,Medien- und Kommunikationsdesigner/in,"Grafik-Kommunikat.,Fotodesign-Experte"
23282,5241,Flexograf/in,Techn.Mediengestaltung (ssT) - Fachkraft
28221,8999,Maschinenführer/in zur Fertigung von Kleidungsstücken,"Berufe in der Bekleidungs-, Hut- und Mützenherstellung - Helfer-/Anlerntätigkeiten"
28222,8999,Maschinenführer/in zur Fertigung von Kleidungsstücken,Bekleidungsherstellung - Fachkraft
28333,9002,Schuhmodelleur/in,Schuhherstellung - Spezialist
28333,9003,Schuhtechniker/in,Schuhherstellung - Spezialist
29143,9004,Lebensmitteltechniker/in in der Frucht- und Gemüsesaftproduktion,Berufe in der Fruchtsafttechnik - komplexe Spezialistentätigkeiten
29193,9005,Getränkeproduktionsleiter/in,Aufsicht - Getränkeherstellung
29194,9005,Getränkeproduktionsleiter/in,Führungskräfte - Getränkeherstellung
29142,9006,Fachkraft in der Saftherstellung,Fruchtsafttechnik - Fachkraft
29152,9007,Nahrungsmittelverkoster/in,"Nahrungsmittel-,Getränkekoster-Fachkraft"
29122,9008,Weinküfer/in,Weinküfer/innen - Fachkraft
29123,9009,Weinbautechniker/in,Weinküfer/innen - Spezialist
28193,9010,Textilproduktionsleiter/in,"Aufsicht - Textiltechnik, -produktion"
28194,9010,Textilproduktionsleiter/in,Führungskräfte - Textiltechnik und -produktion
28212,9013,Schnittmustermacher/in für Kleidungsstücke,Modedesign - Fachkraft
28213,9013,Schnittmustermacher/in für Kleidungsstücke,Modedesign - Spezialist
28214,9013,Schnittmustermacher/in für Kleidungsstücke,Modedesign - Experte
28214,9014,Modedesigner/in,Modedesign - Experte
28212,9014,Modedesigner/in,Modedesign - Fachkraft
28213,9014,Modedesigner/in,Modedesign - Spezialist
29102,9015,Getränkemaschinensteuerer/-steuerin,Berufe in der Getränkeherstellung (o.S.)- fachlich ausgerichtete Tätigkeiten
29103,9016,Getränketechniker/in,Berufe in der Getränkeherstellung - komplexe Spezialistentätigkeiten
29104,9016,Getränketechniker/in,Berufe in der Getränkeherstellung (o.S.) - hoch komplexe Tätigkeiten
29112,9018,Brauereifacharbeiter/in,"Brauer/innen, Mälzer/innen - Fachkraft"
29113,9019,Brautechniker/in,"Brauer/innen, Mälzer/innen - Spezialist"
29114,9019,Brautechniker/in,"Brauer/innen, Mälzer/innen - Experte"
28221,9020,Textilverarbeitungshelfer/in,Bekleidungsherstellung - Helfer
28222,9021,Schneider/in,Bekleidungsherstellung - Fachkraft
29132,9023,Brenner/in,"Brenner, Destillateure - Fachkraft"
29133,9024,Brennereitechniker/in,"Brenner, Destillateure - Spezialist"
29134,9024,Brennereitechniker/in,"Brenner, Destillateure - Experte"
28232,9026,Segelmacher/in,"Tech.Konfektionäre,Segelmacher-Fachkraft"
28101,9029,Textilhilfsarbeiter/in,Textiltechnik (o.S.) - Helfer
28102,9030,Textilmaschinenführer/in, Textiltechnik (o.S.) - Fachkraft
28132,9030,Textilmaschinenführer/in,Berufe in der Garn- und Seilherstellung - fachlich ausgerichtete Tätigkeiten
28122,9030,Textilmaschinenführer/in,Textilherstellung - Fachkraft
28142,9030,Textilmaschinenführer/in,Berufe in der Textilveredlung - fachlich ausgerichtete Tätigkeiten
28132,9035,Seiler/in,Garn- und Seilherstellung - Fachkraft
28322,9039,Lederwarenhersteller/in,"Sattlerei,Herst. Lederutensil.-Fachkraft"
29282,9040,Tiefkühlkosthersteller/in,Berufe in der Lebensmittelherstellung (sonstige spezifische Tätigkeitsangabe) - fachlich ausgerichtete Tätigkeiten
29201,9041,Helfer/in - Lebensmitteltechnik,Berufe in der Lebensmittelherstellung (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten
28242,9045,Polsterer/Polsterin,"Polsterei,Fahrzeuginnenausstat-Fachkraft"
28293,9046,Leiter/in - Textilverarbeitung,Aufsicht - Textilverarbeitung
28294,9046,Leiter/in - Textilverarbeitung,Führung - Textilverarbeitung
29284,9047,Lebensmittelingenieur/in für Spezialnahrung,Berufe in der Lebensmittelherstellung (sonstige spezifische Tätigkeitsangabe) - hoch komplexe Tätigkeiten
28301,9048,Lederverarbeitungshelfer/in,"Leder-,Pelzherstell.,-verarb.(oS)-Helfer"
29283,9049,"Lebensmitteltechniker/in - Feinkost, Fertiggerichte, Obstverwertung",Berufe in der Lebensmittelherstellung (sonstige spezifische Tätigkeitsangabe) - komplexe Spezialistentätigkeiten
28222,9051,Hut- und Mützenmacher/in,Bekleidungsherstellung - Fachkraft
28332,9052,Schuhmacher/in,Schuhherstellung - Fachkraft
28342,9053,Pelzveredler/in,Pelzbe- und -verarbeitung - Fachkraft
28343,9054,Pelztechniker/in,Pelzbe- und -verarbeitung - Spezialist
28393,9055,Leiter/in Leder- und Pelzbearbeitung,"Aufsicht - Leder-,Pelzherstell.,-verarbeitung"
28394,9055,Leiter/in Leder- und Pelzbearbeitung,"Aufsicht - Leder-,Pelzherstell.,-verarb."
29222,9061,Bäcker/in,"Back-, Konditoreiwarenherst.-Fachkraft"
29223,9062,Bäckereitechniker/in,"Back-, Konditoreiwarenherst.-Spezialist"
29232,9063,Fleischer/in,Fleischverarbeitung - Fachkraft
29233,9064,Fleischereitechniker/in,Fleischverarbeitung - Spezialist
29242,9065,Fischverarbeiter/in,Fischverarbeitung - Fachkraft
29243,9066,Lebensmitteltechniker/in - Fischerzeugnisse,Fischverarbeitung - Spezialist
29252,9067,Molkereifacharbeiter/in,Milchproduktherstellung - Fachkraft
29253,9068,Molkereitechniker/in,Milchproduktherstellung - Spezialist
29262,9069,Süßwarenfacharbeiter/in,Süßwarenherstellung - Fachkraft
29263,9070,Süßwarentechniker/in,Süßwarenherstellung - Spezialist
29272,9071,Tabakwarenmacher/in,Tabakwarenherstellung - Fachkraft
29273,9072,Tabakwarentechniker/in,Tabakwarenherstellung - Spezialist
29293,9076,Leiter/in - Lebensmittelindustrie,"Aufsicht - Lebens-,Genussmittelherstellung"
29294,9076,Leiter/in - Lebensmittelindustrie,"Führung - Lebens-,Genussmittelherstellung"
29293,9077,Leiter/in - Tabakwarenindustrie,"Aufsicht - Lebens-,Genussmittelherstellung"
29294,9077,Leiter/in - Tabakwarenindustrie,"Führung - Lebens-,Genussmittelherstellung"
29301,9078,Küchenhilfe,Köche/Köchinnen (o.S.) - Helfer
29302,9079,Koch/Köchin,Köche/Köchinnen (o.S.) - Fachkraft
63312,9079,Koch/Köchin,Berufe in der Systemgastronomie - fachlich ausgerichtete Tätigkeiten
29312,9079,Koch/Köchin,"Vor-, Kalt-, Süßspeisenköche - Fachkraft"
29322,9079,Koch/Köchin,"Grill-, Braten-, Fischköche - Fachkraft"
29382,9079,Koch/Köchin,Köche/Köchinnen (s.s.T.) - Fachkraft
29222,9086,Feinbäcker/in,"Back-, Konditoreiwarenherst.-Fachkraft"
29222,9087,Bäckereimaschinenführer/in,"Back-, Konditoreiwarenherst.-Fachkraft"
29393,9088,Küchenchef/in,Aufsichtskräfte - Speisenzubereitung
29394,9088,Küchenchef/in,Führung - Speisenzubereitung
28242,9089,Fahrzeuginnenausstatter/in,"Polsterei,Fahrzeuginnenausstat-Fachkraft"
29252,9090,Speiseeishersteller/in,Milchproduktherstellung - Fachkraft
28301,9092,Pelzverarbeitungshelfer/in,"Leder-,Pelzherstell.,-verarb.(oS)-Helfer"
28232,9094,Technische/r Konfektionär/in,"Tech.Konfektionäre,Segelmacher-Fachkraft"
29212,9096,Mühlenfacharbeiter/in,Berufe in der Mühlenprodukt- und Futtermittelherstellung - fachlich ausgerichtete Tätigkeiten
29213,9097,Müllereitechniker/in,Berufe in der Mühlenprodukt- und Futtermittelherstellung - komplexe Spezialistentätigkeiten
28312,9110,Gerber/in,Lederherstellung - Fachkraft
28313,9110,Gerber/in,Lederherstellung - Spezialist
29282,9113,Speisefetthersteller/in,Berufe in der Lebensmittelherstellung (sonstige spezifische Tätigkeitsangabe) - fachlich ausgerichtete Tätigkeiten
21112,9208,Bergmann/-frau,Berufe im Berg- und Tagebau - fachlich ausgerichtete Tätigkeiten
21111,9208,Bergmann/-frau,Berufe im Berg- und Tagebau - Helfer-/Anlerntätigkeiten
21113,9208,Bergmann/-frau,Berufe im Berg- und Tagebau - komplexe Spezialistentätigkeiten
21114,9208,Bergmann/-frau,Berufe im Berg- und Tagebau - hoch komplexe Tätigkeiten
21112,9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",Berufe im Berg- und Tagebau - fachlich ausgerichtete Tätigkeiten
21111,9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",Berufe im Berg- und Tagebau - Helfer-/Anlerntätigkeiten
21113,9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",Berufe im Berg- und Tagebau - komplexe Spezialistentätigkeiten
21114,9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",Berufe im Berg- und Tagebau - hoch komplexe Tätigkeiten
21123,9210,Sprengbeauftragte/r,Berufe in der Sprengtechnik - komplexe Spezialistentätigkeiten
21122,9210,Sprengbeauftragte/r,Berufe in der Sprengtechnik - fachlich ausgerichtete Tätigkeiten
21124,9210,Sprengbeauftragte/r,Berufe in der Sprengtechnik - hoch komplexe Tätigkeiten
21193,9211,Leiter/in - Berg- und Tagebau,Aufsichtskräfte - Berg- und Tagebau und Sprengtechnik
21194,9211,Leiter/in - Berg- und Tagebau,Führungskräfte - Berg- und Tagebau und Sprengtechnik
21212,9212,Kohleaufbereiter/in,Berufe in der Naturstein- und Mineralaufbereitung - fachlich ausgerichtete Tätigkeiten
21201,9212,Kohleaufbereiter/in,Berufe in der Naturstein- und Mineralaufbereitung und -verarbeitung und Baustoffherstellung (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten
21213,9212,Kohleaufbereiter/in,Berufe in der Naturstein- und Mineralaufbereitung - komplexe Spezialistentätigkeiten
21212,9213,Aufbereitungsmechaniker/in,Berufe in der Naturstein- und Mineralaufbereitung - fachlich ausgerichtete Tätigkeiten
21201,9213,Aufbereitungsmechaniker/in,Berufe in der Naturstein- und Mineralaufbereitung und -verarbeitung und Baustoffherstellung (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten
21213,9213,Aufbereitungsmechaniker/in,Berufe in der Naturstein- und Mineralaufbereitung - komplexe Spezialistentätigkeiten
21222,9214,Arbeiter/in bei Herstellung von Baustoffen,Berufe in der Baustoffherstellung - fachlich ausgerichtete Tätigkeiten
21201,9214,Arbeiter/in bei Herstellung von Baustoffen,Berufe in der Naturstein- und Mineralaufbereitung und -verarbeitung und Baustoffherstellung (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten
21223,9215,Baustofftechniker/in,Berufe in der Baustoffherstellung - komplexe Spezialistentätigkeiten
21232,9216,Steinmetz/in,Berufe in der Steinmetztechnik - fachlich ausgerichtete Tätigkeiten
21201,9216,Steinmetz/in,Berufe in der Naturstein- und Mineralaufbereitung und -verarbeitung und Baustoffherstellung (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten
21233,9216,Steinmetz/in,Berufe in der Steinmetztechnik - komplexe Spezialistentätigkeiten
21293,9217,Leiter/in - Baustoffherstellung,Aufsichtskräfte - Naturstein- und Mineralaufbereitung und -verarbeitung und Baustoffherstellung
21293,9218,Steinmetzmeister/in,Aufsichtskräfte - Naturstein- und Mineralaufbereitung und -verarbeitung und Baustoffherstellung
21293,9219,Leiter/in - Gestein- und Mineralienaufbereitung,Aufsichtskräfte - Naturstein- und Mineralaufbereitung und -verarbeitung und Baustoffherstellung
21312,9220,Glasmacher/in,Berufe in der Glasherstellung - fachlich ausgerichtete Tätigkeiten
21312,9221,Glasmaschinenführer/in,Berufe in der Glasherstellung - fachlich ausgerichtete Tätigkeiten
21311,9221,Glasmaschinenführer/in,Berufe in der Glasherstellung - Helfer-/Anlerntätigkeiten
21313,9222,Glashüttentechniker/in,Berufe in der Glasherstellung - komplexe Spezialistentätigkeiten
21322,9223,Glasapparatebauer/in,Berufe im Glasapparatebau - fachlich ausgerichtete Tätigkeiten
21323,9223,Glasapparatebauer/in,Berufe im Glasapparatebau - komplexe Spezialistentätigkeiten
21352,9224,Thermometermacher/in,Berufe in der Glasapparatejustierung - fachlich ausgerichtete Tätigkeiten
21332,9224,Thermometermacher/in,Berufe in der industriellen Glasbläserei - fachlich ausgerichtete Tätigkeiten
21332,9225,Leuchtröhrenglasbläser/in,Berufe in der industriellen Glasbläserei - fachlich ausgerichtete Tätigkeiten
21342,9226,Glasgraveur/in,Berufe in der Glasveredelung - fachlich ausgerichtete Tätigkeiten
21342,9227,Flachglasmechaniker/in,Berufe in der Glasveredelung - fachlich ausgerichtete Tätigkeiten
21342,9228,Glasveredler/in,Berufe in der Glasveredelung - fachlich ausgerichtete Tätigkeiten
21362,9229,Feinoptiker/in,Berufe in der Feinoptik - fachlich ausgerichtete Tätigkeiten
21363,9229,Feinoptiker/in,Berufe in der Feinoptik - komplexe Spezialistentätigkeiten
21393,9230,Leiter/in - Glasherstellung,Aufsichtskräfte - Industrielle Glasherstellung und -verarbeitung
21412,9231,Industriekeramiker/in,Berufe in der Industriekeramik (Verfahrens- und Anlagentechnik) - fachlich ausgerichtete Tätigkeiten
21411,9231,Industriekeramiker/in,Berufe in der Industriekeramik (Verfahrens- und Anlagentechnik) - Helfer-/Anlerntätigkeiten
21413,9231,Industriekeramiker/in,Berufe in der Industriekeramik (Verfahrens- und Anlagentechnik) - komplexe Spezialistentätigkeiten
21422,9232,Keramikmodelleur/in,Berufe in der Industriekeramik (Modelltechnik) - fachlich ausgerichtete Tätigkeiten
21423,9232,Keramikmodelleur/in,Berufe in der Industriekeramik (Modelltechnik) - komplexe Spezialistentätigkeiten
21493,9233,Leiter/in - Keramikfabrik,Aufsichtskräfte - Industrielle Keramikherstellung und -verarbeitung
28301,9504,Bediener/in von Lederzurichtungsmaschinen,"Leder-,Pelzherstell.,-verarb.(oS)-Helfer"
28312,9504,Bediener/in von Lederzurichtungsmaschinen,Lederherstellung - Fachkraft
28332,9505,Bediener/in von Maschinen zur Schuhfertigung,Schuhherstellung - Fachkraft
28342,9506,Kürschner/in,Pelzbe- und -verarbeitung - Fachkraft
32253,1754,Tunnelbautechniker/in,Berufe im Kanal- und Tunnelbau - komplexe Spezialistentätigkeiten
33101,1755,Helfer/in - Bodenverlegung,Berufe in der Bodenverlegung (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten
33301,1756,Helfer/in - Gebäudeausbau,Berufe im Aus- und Trockenbau (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten
34201,1757,"Helfer/in - Klempnerei, Installation",Berufe in der Klempnerei (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten
34334,1758,Ingenieur/in - Abfallwirtschaft,Berufe in der Abfallwirtschaft - hoch komplexe Tätigkeiten
31102,1775,Bautechniker/in,Berufe in der Bauplanung und -überwachung (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten
31103,1775,Bautechniker/in,"Bauplanung,-überwachung (oS)-Spezialist"
32103,1775,Bautechniker/in,Berufe im Hochbau (ohne Spezialisierung) - komplexe Spezialistentätigkeiten
32203,1775,Bautechniker/in,Berufe im Tiefbau (ohne Spezialisierung) - komplexe Spezialistentätigkeiten
31133,1776,Verkehrswegeplaner/in,Berufe in der Bauplanung von Verkehrswegen und -anlagen - komplexe Spezialistentätigkeiten
31132,1776,Verkehrswegeplaner/in,Berufe in der Bauplanung von Verkehrswegen und -anlagen - fachlich ausgerichtete Tätigkeiten
31134,1776,Verkehrswegeplaner/in,"Bauplan. Verkehrswege,-anlagen - Experte"
31153,1777,Denkmalsanierungsplaner/in,Berufe in der Bauwerkserhaltung und -erneuerung - komplexe Spezialistentätigkeiten
31154,1777,Denkmalsanierungsplaner/in,Berufe in der Bauwerkserhaltung und -erneuerung - hoch komplexe Tätigkeiten
32103,1778,Hochbauingenieur/in,Hochbau (o.S.) - Spezialist
32104,1778,Hochbauingenieur/in,Hochbau (o.S.) - Experte
32203,1779,Tiefbauingenieur/in,Berufe im Tiefbau (ohne Spezialisierung) - komplexe Spezialistentätigkeiten
32204,1779,Tiefbauingenieur/in,Tiefbau (o.S.) - Experte
32223,1780,Straßenbautechniker/in,Berufe im Straßen- und Asphaltbau - komplexe Spezialistentätigkeiten
32224,1780,Straßenbautechniker/in,Straßen- und Asphaltbau - Experte
32263,1781,Wasserbauingenieur/in,Berufe im Kultur- und Wasserbau - komplexe Spezialistentätigkeiten
32264,1781,Wasserbauingenieur/in,Kultur- und Wasserbau - Experte
34103,1782,Gebäudetechniker/in,Berufe in der Gebäudetechnik (ohne Spezialisierung) - komplexe Spezialistentätigkeiten
34104,1782,Gebäudetechniker/in,Gebäudetechnik (o.S.) - Experte
34233,1783,Kälte-Klimatechniker/in,Berufe in der Kältetechnik - komplexe Spezialistentätigkeiten
34293,1783,Kälte-Klimatechniker/in,"Aufsichtskräfte - Klempnerei, Sanitär-, Heizungs- und Klimatechnik"
34234,1783,Kälte-Klimatechniker/in,Kältetechnik - Experte
34302,1784,Fernwärmetechniker/in,Berufe in der Ver- und Entsorgung (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten
34303,1784,Fernwärmetechniker/in,Ver- und Entsorgung (o.S.) - Spezialist
